rxnID,rxnName,rxnSubs,lb,ub,rxnEq,rxnS
TECA1S160,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",Cell wall biosynthesis,-1000,1000,cdpglyc_c;cmp_c;diglcpg160_c;h_c;palmtca1_c,-24;24;-1;24;1
TECA1SAI15,"anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",Cell wall biosynthesis,-1000,1000,ai15tca1_c;cdpglyc_c;cmp_c;diglcpgai15_c;h_c,1;-24;24;-1;24
TECA1SI14,"isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",Cell wall biosynthesis,-1000,1000,cdpglyc_c;cmp_c;diglcpgi14_c;h_c;i14tca1_c,-24;24;-1;24;1
TECA1SI15,"isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",Cell wall biosynthesis,-1000,1000,cdpglyc_c;cmp_c;diglcpgi15_c;h_c;i15tca1_c,-24;24;-1;24;1
TECA1SI16,"isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",Cell wall biosynthesis,-1000,1000,cdpglyc_c;cmp_c;diglcpgi16_c;h_c;i16tca1_c,-24;24;-1;24;1
THMDt2pp,"thymidine transport in via proton symport, periplasmatic","Transport, periplasmatic",0,1000,h_c;h_p;thymd_c;thymd_p,1;-1;1;-1
THMMPt4pp,"Thiamine Monophosphate Transport in via Anion Antiport, periplasmatic","Transport, periplasmatic",-1000,1000,h2o_c;h2o_p;thmmp_c;thmmp_p,-1;1;1;-1
THMMPtex,"Thiamin monophosphate diffusion extracellular to periplasm","Transport, periplasmatic",-1000,1000,thmmp_e;thmmp_p,-1;1
THMMPtrbcpp,"Thiamine Monophosphate Transport (Passive - Red Blood Cell), periplasmatic","Transport, periplasmatic",-1000,1000,thmmp_c;thmmp_p,1;-1
THRD,"L-threonine dehydrogenase","Glycine, serine, alanine, and threonine metabolism",0,1000,2aobut_c;h_c;nad_c;nadh_c;thr_L_c,1;1;-1;1;-1
TMN,"thiaminase",Thiamine metabolism,0,1000,4ahmmp_c;4mhetz_c;h2o_c;h_c;thm_c,1;1;-1;1;-1
TRDR,"Thioredoxin Reductase (NADPH)",Sulfur metabolism,0,1000,h_c;nadp_c;nadph_c;trdox_c;trdrd_c,-1;1;-1;-1;1
TRE6PPGT,"trehalose 6-phosphate:phosphate b-D-glucosyltransferase",Starch and sucrose metabolism,-1000,1000,g1p_c;g6p_c;pi_c;tre6p_c,1;1;-1;-1
TRE6PS,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Starch and sucrose metabolism,0,1000,g6p_c;h_c;tre6p_c;udp_c;udpg_c,-1;1;1;1;-1
TRIOK,"Triokinase",Fructose and mannose metabolism,0,1000,adp_c;atp_c;g3p_c;glyald_c;h_c,1;-1;1;-1;1
TRPAS2i,"Tryptophanase (L-tryptophan) irreversible",Tryptophan metabolism,0,1000,h2o_c;indole_c;nh4_c;pyr_c;trp_L_c,-1;1;1;1;-1
TTDCAtrpp,"Tetradecanoate (Transport), periplasmatic","Transport, periplasmatic",-1000,1000,ttdca_c;ttdca_p,1;-1
UDCPDPabcpp,"Undecaprenyl diphosphate uptake via ABC transporter, periplasmatic","Transport, periplasmatic",0,1000,adp_c;atp_c;h2o_c;h_c;pi_c;udcpdp_c;udcpdp_p,1;-1;-1;1;1;1;-1
UDCPDPtex,"Undecaprenyl diphosphate diffusion extracellular to periplasm","Transport, extracellular",-1000,1000,udcpdp_e;udcpdp_p,-1;1
UDPACGLP,"UDP-N-acetylglucosamine diphosphorylase",Pentose and glucuronate interconversions,-1000,1000,acgam1p_c;h_c;ppi_c;udpacgal_c;utp_c,-1;-1;1;1;-1
UDPGGT,"UDPglucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase",Starch and sucrose metabolism,-1000,1000,f6p_c;h_c;suc6p_c;udp_c;udpg_c,-1;1;1;1;-1
UMPK5,"UMP Kinase (dATP)",Nucleotide interconversion,-1000,1000,dadp_c;datp_c;udp_c;ump_c,1;-1;1;-1
UNKENZ,"Hypothetical enzyme",Fatty acid synthesis,-1000,1000,co2_c;coa_c;h2o_c;h_c;malcoa_c;o2_c;pmcoa_c,2;2;-2;-2;-3;2;1
UP4GH,"P1,P4-Bis(5-nucleosyl)-tetraphosphate nucleotidohydrolase",Pyrimidine catabolism,-1000,1000,h2o_c;h_c;ump_c;up4g_c;utp_c,-1;2;1;-1;1
URIDK2,"uridylate kinase dUMP",Nucleotide interconversion,0,1000,adp_c;atp_c;dudp_c;dump_c,1;-1;1;-1
URIt2rpp,"Uridine Transport in via Proton Symport Reversible, periplasmatic","Transport, periplasmatic",-1000,1000,h_c;h_p;uri_c;uri_p,1;-1;1;-1
US7P1PT,"utp[c]:Sedoheptulose 7-phosphate 1-phosphotransferase",Pentose phosphate pathway,-1000,1000,h_c;s17bp_c;s7p_c;udp_c;utp_c,1;1;-1;1;-1
VAL3MOPTA,"Valine:(S)-3-methyl-2-oxopentanoate aminotransferase","Valine, leucine, and isoleucine metabolism",-1000,1000,3mob_c;3mop_c;ile_L_c;val_L_c,1;-1;1;-1
XANtrpp,"Transport of Xanthine, periplasmatic","Transport, periplasmatic",-1000,1000,xan_c;xan_p,1;-1
XYLtpp,"D-Xylose Reversible Transport, periplasmatic","Transport, periplasmatic",-1000,1000,xyl_D_c;xyl_D_p,1;-1
r0016pp,"Fe (II):Oxygen Oxidoreductase, periplasmatic","Transport, periplasmatic",-1000,1000,fe2_p;fe3_p;h2o_p;h_p;o2_p,-4;4;2;-4;-1
r0377,"ATP:Deoxycitidine 5-Phosphotransferase",Pyrimidine catabolism,0,1000,adp_c;atp_c;dcmp_c;dcyt_c;h_c,1;-1;1;-1;1
r0391,"Nicotinate D-Ribonucleotide:Pyrophosphate Phosphoribosyltransferase",NAD metabolism,-1000,1000,h_c;nac_c;nicrnt_c;ppi_c;prpp_c,1;1;-1;-1;1
r0456,"ATP:Deoxyguanosine 5-Phosphotransferase",Nucleotide interconversion,0,1000,adp_c;atp_c;dgmp_c;dgsn_c;h_c,1;-1;1;-1;1
r0474,"2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase",Nucleotide interconversion,-1000,1000,ctp_c;dctp_c;h2o_c;trdox_c;trdrd_c,1;-1;-1;-1;1
r0502,"Xanthine:NAD+ Oxidoreductase",Purine catabolism,0,1000,h2o_c;h_c;nad_c;nadh_c;urate_c;xan_c,-1;1;-1;1;1;-1
r0870pp,"Facilitated Diffusion, periplasmatic","Transport, periplasmatic",-1000,1000,fad_c;fad_p,1;-1
r1033pp,"Vesicular Transport, periplasmatic","Transport, periplasmatic",0,1000,HC01852_c;HC01852_p,-1;1
r1045pp,"Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.4, periplasmatic","Transport, periplasmatic",0,1000,dgsn_c;dgsn_p;na1_c;na1_p,1;-1;1;-1
r1101,"Fibrinogen Alpha Chain Protein Assembly",Exchange/demand reaction,0,1000,HC01852_c;adp_c;ala_L_c;amp_c;arg_L_c;asn_L_c;asp_L_c;atp_c;cys_L_c;gln_L_c;glu_L_c;gly_c;h2o_c;his_L_c;ile_L_c;leu_L_c;lys_L_c;met_L_c;phe_L_c;pi_c;ppi_c;pro_L_c;ser_L_c;thr_L_c;trp_L_c;tyr_L_c;val_L_c,1;8022;-134;2674;-134;-138;-176;-10696;-48;-110;-186;-262;-10696;-62;-104;-166;-154;-48;-98;8022;2674;-114;-278;-182;-60;-98;-122
r1341,"Protein Degradation",Exchange/demand reaction,0,1000,HC00005_c;adp_c;ala_L_c;arg_L_c;asn_L_c;asp_L_c;atp_c;cys_L_c;gln_L_c;glu_L_c;gly_c;h2o_c;his_L_c;ile_L_c;leu_L_c;lys_L_c;met_L_c;phe_L_c;pi_c;pro_L_c;ser_L_c;thr_L_c;trp_L_c;tyr_L_c;val_L_c,-1;2280;275;150;247;233;-2280;25;230;298;207;-2280;115;285;533;357;79;224;2280;171;392;300;37;151;252
r1344,"Protein Degradation",Exchange/demand reaction,0,1000,HC00007_c;adp_c;ala_L_c;arg_L_c;asn_L_c;asp_L_c;atp_c;gln_L_c;glu_L_c;gly_c;h2o_c;ile_L_c;leu_L_c;lys_L_c;met_L_c;phe_L_c;pi_c;pro_L_c;ser_L_c;thr_L_c;trp_L_c;tyr_L_c;val_L_c,-1;50;7;2;1;4;-50;8;8;5;-50;1;15;6;3;4;50;5;9;10;1;5;7
r1346,"Protein Degradation",Exchange/demand reaction,0,1000,HC00009_c;adp_c;ala_L_c;arg_L_c;asn_L_c;asp_L_c;atp_c;cys_L_c;gln_L_c;glu_L_c;gly_c;h2o_c;his_L_c;ile_L_c;leu_L_c;lys_L_c;met_L_c;phe_L_c;pi_c;pro_L_c;ser_L_c;thr_L_c;trp_L_c;tyr_L_c;val_L_c,-1;158;39;34;1;11;-158;2;32;40;18;-158;2;2;41;13;8;4;158;8;14;12;8;4;24
r1771pp,"Y+Lat2 Utilized Transport, periplasmatic","Transport, periplasmatic",0,1000,na1_c;na1_p;phe_L_c;phe_L_p;pro_L_c;pro_L_p,1;-1;1;-1;-1;1
r1786pp,"Y+Lat2 Utilized Transport, periplasmatic","Transport, periplasmatic",0,1000,na1_c;na1_p;pro_L_c;pro_L_p;tyr_L_c;tyr_L_p,1;-1;-1;1;1;-1
r2010pp,"Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15, periplasmatic","Transport, periplasmatic",0,1000,arg_L_c;arg_L_p;gln_L_c;gln_L_p,1;-1;-1;1
r2044pp,"Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15, periplasmatic","Transport, periplasmatic",0,1000,his_L_c;his_L_p;met_L_c;met_L_p,1;-1;-1;1
sink_s,"sink_reaction_sulfur[c]",Exchange/demand reaction,-1,1000,s_c,-1
biomassPan_panAcidaminococcus_intestini,"biomassPan",,0,1000,10fthf_c;2dmmq8_c;5mthf_c;ACP_c;PGP_c;PGPm1_c;adocbl_c;adp_c;ai17tca1_c;ai17tcaacgam_c;ai17tcaala_D_c;ai17tcaglc_c;ala_L_c;amet_c;apoACP_c;arg_L_c;asn_L_c;asp_L_c;atp_c;biomass_c;btn_c;ca2_c;cbi_c;cl_c;clpn180_c;clpnai17_c;clpni17_c;coa_c;cobalt2_c;colipa_c;ctp_c;cu2_c;cys_L_c;datp_c;dctp_c;dgtp_c;dmbzid_c;dnarep_c;dtdprmn_c;dttp_c;fad_c;fe2_c;fe3_c;fmn_c;gln_L_c;glu_L_c;gly_c;glyc45tca_c;glyc45tcaala_D_c;glyc45tcaglc_c;gthrd_c;gtp_c;h2o_c;h_c;his_L_c;i17tca1_c;i17tcaacgam_c;i17tcaala_D_c;i17tcaglc_c;ile_L_c;k_c;kdo2lipid4L_c;leu_L_c;lys_L_c;met_L_c;mg2_c;mn2_c;mqn8_c;nad_c;nadp_c;pe180_c;peai17_c;pei17_c;pg180_c;pgai17_c;pgi17_c;phe_L_c;pheme_c;pi_c;ppi_c;pro_L_c;proteinsynth_c;ptrc_c;pydx5p_c;q8_c;ribflv_c;rnatrans_c;ser_L_c;sheme_c;so4_c;spmd_c;sttca1_c;sttcaacgam_c;sttcaala_D_c;sttcaglc_c;tcam_c;thf_c;thmpp_c;thr_L_c;trp_L_c;tyr_L_c;uacgam_c;udcpdp_c;utp_c;val_L_c;zn2_c,-0.0055008;-0.0055008;-0.0055008;-0.0055008;-0.010819;0.01414;-0.0055008;40.7689;-0.00057409;-0.00057409;-0.00057409;-0.00057409;-0.32984;-0.0055008;0.0055008;-0.2141;-0.16872;-0.16872;-40.8327;1;-0.0053954;-0.0055008;0.0055008;-0.0055008;-0.009451;-0.0093543;-0.0093543;-0.0055008;-0.0055008;-0.017069;-0.048639;-0.0055008;-0.064407;-0.014367;-0.014513;-0.014513;0.0055008;-1;-0.0046036;-0.014367;-0.0055008;-0.0055008;-0.0055008;-0.0053954;-0.24473;-0.24473;-0.44837;-0.00057409;-0.00057409;-0.00057409;-0.0055008;-0.078518;13.9414;-9.7036;-0.080906;-0.00057409;-0.00057409;-0.00057409;-0.00057409;-0.25931;-0.0055008;-0.011832;-0.35831;-0.30884;-0.11905;-0.0055008;-0.0055008;-0.0055008;-0.0055008;-0.0055008;-0.009451;-0.0093543;-0.0093543;-0.009451;-0.0093543;-0.0093543;-0.16777;-0.0055008;40.7634;0.30127;-0.17009;-1;-0.0055008;-0.0055008;-0.0055008;-0.0055008;-1;-0.20227;-0.0055008;-0.0055008;-0.0055008;-0.00057409;-0.00057409;-0.00057409;-0.00057409;-0.00057409;-0.0055008;-0.0055008;-0.19625;-0.051663;-0.11478;-0.0053954;-0.010819;-0.052536;-0.325;-0.0055008
CYTDt2pp,"CYTDt2pp",,0,1000,cytd_c;cytd_p;h_c;h_p,1;-1;1;-1
GLYt2pp,"GLYt2pp",,0,1000,gly_c;gly_p;h_c;h_p,1;-1;1;-1
CITCAtipp,"CITCAtipp",,0,1000,ca2_c;ca2_p;cit_c;cit_p;h_c;h_p,1;-1;1;-1;1;-1
L_ILE3MRi,"L_ILE3MRi",,0,1000,3mop_c;h2o_c;h_c;ile_L_c;nad_c;nadh_c;nh4_c,1;-1;1;-1;-1;1;1
CBMK,"CBMK",,0,1000,adp_c;atp_c;cbp_c;co2_c;h_c;nh4_c,1;-1;1;-1;2;-1
AMPSO3OXi,"AMPSO3OXi",,0,1000,amp_c;aps_c;fad_c;fadh2_c;h_c;so3_c,-1;1;-1;1;-2;-1
CITt15ipp,"CITt15ipp",,0,1000,cit_c;cit_p;h_c;h_p;zn2_c;zn2_p,1;-1;1;-1;1;-1
PNTOt2ipp,"PNTOt2ipp",,0,1000,h_c;h_p;pnto_R_c;pnto_R_p,1;-1;1;-1
PMANMi,"PMANMi",,0,1000,man1p_c;man6p_c,-1;1
C180SN,"C180SN",,0,1000,ACP_c;actACP_c;co2_c;h2o_c;h_c;malACP_c;nadp_c;nadph_c;ocdcaACP_c,7;-1;7;8;-23;-7;16;-16;1
NTP13i,"NTP13i",,0,1000,dcdp_c;dctp_c;h2o_c;h_c;pi_c,1;-1;-1;1;1
NTP9i,"NTP9i",,0,1000,dtdp_c;dttp_c;h2o_c;h_c;pi_c,1;-1;-1;1;1
NDP7i,"NDP7i",,0,1000,h2o_c;h_c;pi_c;udp_c;ump_c,-1;1;1;-1;1
2AGPEAT141,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)",Fatty acid oxidation,0,1000,2agpe141_c;amp_c;atp_c;pe141_c;ppi_c;ttdcea_c,-1;1;-1;1;1;-1
2AGPEAT160,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)",Fatty acid oxidation,0,1000,2agpe160_c;amp_c;atp_c;hdca_c;pe160_c;ppi_c,-1;1;-1;-1;1;1
2AGPEAT180,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)",Fatty acid oxidation,0,1000,2agpe180_c;amp_c;atp_c;ocdca_c;pe180_c;ppi_c,-1;1;-1;-1;1;1
2AGPEAT181,"2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)",Fatty acid oxidation,0,1000,2agpe181_c;amp_c;atp_c;ocdcea_c;pe181_c;ppi_c,-1;1;-1;-1;1;1
2AGPGAT160,"2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)",Fatty acid oxidation,0,1000,2agpg160_c;amp_c;atp_c;hdca_c;pg160_c;ppi_c,-1;1;-1;-1;1;1
2AGPGAT161,"2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)",Fatty acid oxidation,0,1000,2agpg161_c;amp_c;atp_c;hdcea_c;pg161_c;ppi_c,-1;1;-1;-1;1;1
2AGPGAT180,"2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)",Fatty acid oxidation,0,1000,2agpg180_c;amp_c;atp_c;ocdca_c;pg180_c;ppi_c,-1;1;-1;-1;1;1
2AGPGAT181,"2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)",Fatty acid oxidation,0,1000,2agpg181_c;amp_c;atp_c;ocdcea_c;pg181_c;ppi_c,-1;1;-1;-1;1;1
3HAD161,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)",Fatty acid synthesis,0,1000,3hcpalm9eACP_c;h2o_c;t3c9palmeACP_c,-1;1;1
3HBBUTH,"R-3-R-3-Hydroxybutanoyloxy-butanoate hydroxybutanoylhydrolase",Butanoate metabolism,-1000,1000,3hbbut_c;bhb_c;h2o_c;h_c,-1;2;-1;1
4HPHACtex,"4-hydroxyphenylacetate diffusion extracellular to periplasm","Transport, periplasmatic",-1000,1000,4hphac_e;4hphac_p,-1;1
AACPS3,"acyl-[acyl-carrier-protein] synthetase  (n-C16:0)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;hdca_c;palmACP_c;ppi_c,-1;1;-1;-1;1;1
AACPS9,"acyl-[acyl-carrier-protein] synthetase  (n-C8:0)",Fatty acid synthesis,0,1000,ACP_c;amp_c;atp_c;ocACP_c;octa_c;ppi_c,-1;1;-1;1;-1;1
ABTDG,"D-arabitol dehydrogenase",Pentose and glucuronate interconversions,-1000,1000,abt_D_c;h_c;nad_c;nadh_c;xylu_D_c,-1;1;-1;1;1
ADCPS1,"adenosylcobinamide-phosphate synthase",Vitamin B12 metabolism,0,1000,adcobhex_c;adocbi_c;adp_c;appl_c;atp_c;h_c;pi_c,-1;1;1;-1;-1;1;1
ADCPS2,"adenosylcobinamide-phosphate synthase",Vitamin B12 metabolism,0,1000,adcobhex_c;adocbip_c;adp_c;applp_c;atp_c;h_c;pi_c,-1;1;1;-1;-1;1;1
ADCYRS,"adenosylcobyric acid synthase (glutamine-hydrolysing)",Vitamin B12 metabolism,0,1000,adcobdam_c;adcobhex_c;adp_c;atp_c;gln_L_c;glu_L_c;h2o_c;h_c;pi_c,-1;1;4;-4;-4;4;-4;4;4
ALDD8x,"aldehyde dehydrogenase D glyceraldehyde NAD",Glycolysis/gluconeogenesis,0,1000,glyald_c;glyc_R_c;h2o_c;h_c;nad_c;nadh_c,-1;1;-1;2;-1;1
BZ12DOX,"benzoate 1,2-dioxygenase",Benzoate degradation,0,1000,bz12diol_c;bz_c;h_c;nad_c;nadh_c;o2_c,1;-1;-1;1;-1;-1
BZ12DOXy,"Benzoate 1,2-dioxygenase, NADP",Benzoate degradation,0,1000,bz12diol_c;bz_c;h_c;nadp_c;nadph_c;o2_c,1;-1;-1;1;-1;-1
CATDOX,"catechol 1,2-dioxygenase",Benzoate degradation,0,1000,catechol_c;ccmuac_c;h_c;o2_c,-1;1;1;-1
CPC2MT,"precorrin-2 C20-methyltransferase",Vitamin B12 metabolism,0,1000,ahcys_c;amet_c;copre2_c;copre3_c;h_c,1;-1;-1;1;1
CPC8MM,"precorrin-8X methylmutase",Vitamin B12 metabolism,-1000,1000,cobya_c;copre8_c,1;-1
CYRDAAT,"cob(I)yrinic acid a,c-diamide adenosyltransferase",Vitamin B12 metabolism,0,1000,adcobdam_c;atp_c;co1dam_c;h_c;pppi_c,1;-1;-1;-1;1
CYRDAR,"cob(II)yrinic acid a,c-diamide reductase",Vitamin B12 metabolism,0,1000,co1dam_c;co2dam_c;h_c;nad_c;nadh_c,2;-2;1;1;-1
D4DGCD,"5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)",Ascorbate and aldarate metabolism,-1000,1000,25dop_c;5dh4dglc_c;co2_c;h2o_c;h_c,1;-1;1;1;-1
DKGR,"2,5-diketo-D-gluconate reductase (NADPH)",Ascorbate and aldarate metabolism,-1000,1000,25dkglcn_c;5dglcn_c;h_c;nadp_c;nadph_c,-1;1;-1;1;-1
EX_4hphac(e),"4-Hydroxyphenylacetate exchange",Exchange/demand reaction,-1000,1000,4hphac_e,-1
EX_indole(e),"Indole exchange",Exchange/demand reaction,-1000,1000,indole_e,-1
EX_isobut(e),"Isobutyrate exchange",Exchange/demand reaction,-1000,1000,isobut_e,-1
FACOALib,"fatty-acid-CoA ligase (isobutyrate)",Fatty acid synthesis,0,1000,amp_c;atp_c;coa_c;ibcoa_c;isobut_c;ppi_c,1;-1;-1;1;-1;1
G6PDH2r,"Glucose 6-Phosphate Dehydrogenase",Pentose phosphate pathway,-1000,1000,6pgl_c;g6p_c;h_c;nadp_c;nadph_c,1;-1;1;-1;1
GLYCLTDx,"Glycolate dehydrogenase (NAD)",Glyoxylate and dicarboxylate metabolism,0,1000,glx_c;glyclt_c;h_c;nad_c;nadh_c,-1;1;-1;1;-1
GLYCLTDy,"Glycolate Dehydrogenase (NADP)",Glyoxylate and dicarboxylate metabolism,0,1000,glx_c;glyclt_c;h_c;nadp_c;nadph_c,-1;1;-1;1;-1
GLYD,"glycerate dehydrogenase","Glycine, serine, alanine, and threonine metabolism",-1000,1000,glyc_R_c;h_c;hpyr_c;nad_c;nadh_c,1;-1;-1;1;-1
GLYDy,"Glycerate dehydrogenase (NADP)","Glycine, serine, alanine, and threonine metabolism",-1000,1000,glyc_R_c;h_c;hpyr_c;nadp_c;nadph_c,1;-1;-1;1;-1
HPACt2rpp,"hydroxyphenylacetate transport in via proton symporter, periplasmatic","Transport, periplasmatic",-1000,1000,4hphac_c;4hphac_p;h_c;h_p,1;-1;1;-1
INDOLEt2rpp,"Indole transport via proton symport, reversible, periplasmatic","Transport, periplasmatic",-1000,1000,h_c;h_p;indole_c;indole_p,1;-1;1;-1
INDOLEtex,"Indole diffusion extracellular to periplasm","Transport, periplasmatic",-1000,1000,indole_e;indole_p,-1;1
IOR3,"indolepyruvate ferredoxin oxidoreductase (hydroxyphenylpyvurate)",Tyrosine metabolism,-1000,1000,34hpp_c;co2_c;coa_c;fdxox_c;fdxrd_c;h_c;hphaccoa_c,-1;1;-1;-1;1;-1;1
ISOBUTt2rpp,"Isobutyrate transport via proton symport, periplasmatic","Transport, periplasmatic",-1000,1000,h_c;h_p;isobut_c;isobut_p,1;-1;1;-1
ISOBUTtex,"Isobutyrate, 2-Methylpropanoate diffusion extracellular to periplasm","Transport, periplasmatic",-1000,1000,isobut_e;isobut_p,-1;1
M1PD,"mannitol-1-phosphate 5-dehydrogenase",Fructose and mannose metabolism,-1000,1000,f6p_c;h_c;mnl1p_c;nad_c;nadh_c,1;1;-1;-1;1
MME,"methylmalonyl-CoA epimerase",Propanoate metabolism,-1000,1000,mmcoa_R_c;mmcoa_S_c,-1;1
N2OFO,"Nitrogen:(NAD) oxidoreductase (N2O-forming)",Nitrogen metabolism,0,1000,h2o_c;h_c;n2_c;n2o_c;nad_c;nadh_c,1;-1;1;-1;1;-1
NFLGLNH,"N-Formimino-L-glutamate iminohydrolase",Histidine metabolism,-1000,1000,forglu_c;h2o_c;h_c;nforglu_c;nh4_c,-1;-1;-1;1;1
NIR,"Cytochrome cd1 nitrite reductase (EC:1.7.2.1)",Nitrogen metabolism,-1000,1000,ficytC_c;focytC_c;h2o_c;h_c;no2_c;no_c,-1;1;-1;2;1;-1
OBDHc,"2-Oxobutanoate Dehydrogenase, Cytosolic","Glycine, serine, alanine, and threonine metabolism",0,1000,2obut_c;co2_c;coa_c;nad_c;nadh_c;ppcoa_c,-1;1;-1;-1;1;1
PACCOAL2r,"phenylacetate-CoA ligase (hydroxyphenylacetate)",Tyrosine metabolism,-1000,1000,4hphac_c;amp_c;atp_c;coa_c;hphaccoa_c;ppi_c,-1;1;-1;-1;1;1
PAOOX,"L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating)",Arginine and proline metabolism,0,1000,4hpro_LT_c;akg_c;co2_c;o2_c;pro_L_c;succ_c,1;-1;1;-1;-1;1
PC20M,"precorrin-2 C20-methyltransferase",Vitamin B12 metabolism,0,1000,ahcys_c;amet_c;dscl_c;h_c;pre3a_c,1;-1;-1;1;1
PC8XM,"precorrin-8X methylmutase",Vitamin B12 metabolism,0,1000,h_c;hgbyr_c;pre8_c,-1;1;-1
PHE4MO,"L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase",Phenylalanine metabolism,0,1000,dhbpt_c;h2o_c;o2_c;phe_L_c;thbpt_c;tyr_L_c,1;1;-1;-1;-1;1
PHETHPTOX2,"L-Phenylalanine, Tetrahydrobiopterin:Oxygen Oxidoreductase (4-Hydroxylating)",Phenylalanine metabolism,0,1000,o2_c;phe_L_c;thbpt4acam_c;thbpt_c;tyr_L_c,-1;-1;1;-1;1
PPCOAC,"Propionyl-CoA carboxylase",Propanoate metabolism,0,1000,adp_c;atp_c;h_c;hco3_c;mmcoa_S_c;pi_c;ppcoa_c,1;-1;1;-1;1;1;-1
SBTD_D2,"D-Sorbitol Dehydrogenase (D-Fructose Producing)",Fructose and mannose metabolism,0,1000,fru_c;h_c;nad_c;nadh_c;sbt_D_c,1;1;-1;1;-1
SBTt6pp,"D sorbitol transport in via proton symport, periplasmatic","Transport, periplasmatic",-1000,1000,h_c;h_p;sbt_D_c;sbt_D_p,1;-1;1;-1
SHCHCC2,"sirohydrochlorin cobaltochelatase, irreversible",Vitamin B12 metabolism,0,1000,cobalt2_c;copre2_c;h_c;scl_c,-1;1;1;-1
SHCHCS,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",Ubiquinone and other terpenoid-quinone biosynthesis,0,1000,2shchc_c;ichor_c;pyr_c;sucsal_c,1;-1;1;-1
THRPD,"threonine-phosphate decarboxylase",Vitamin B12 metabolism,0,1000,applp_c;co2_c;h_c;thrp_c,1;1;-1;-1
TMDPP,"Thymidine Phosphorylase",Pyrimidine catabolism,-1000,1000,2dr1p_c;pi_c;thym_c;thymd_c,1;-1;1;-1
UNK3,"2-keto-4-methylthiobutyrate transamination",Methionine and cysteine metabolism,0,1000,2kmb_c;akg_c;glu_L_c;met_L_c,-1;1;-1;1
URAt2rpp,"uracil transport in via proton symport reversible, periplasmatic","Transport, periplasmatic",-1000,1000,h_c;h_p;ura_c;ura_p,1;-1;1;-1
UREA,"urease",Arginine and proline metabolism,0,1000,co2_c;h2o_c;h_c;nh4_c;urea_c,1;-1;-2;2;-1
