metID,metName,metFormula,metComp
Colon_3moxtyr_c,"3-Methoxytyramine",C9H14NO2,c
Colon_h2o_l,"Water",H2O,l
Colon_pi_l,"Phosphate",HO4P,l
Colon_adn_l,"Adenosine",C10H13N5O4,l
Colon_3sala_m,"3-Sulfinoalanine",C3H5NO4S,m
Colon_3sala_c,"3-Sulfinoalanine",C3H5NO4S,c
Colon_asp_L_c,"L-Aspartic acid",C4H6NO4,c
Colon_asp_L_m,"L-Aspartic acid",C4H6NO4,m
Colon_hyptaur_c,"Hypotaurine",C2H7NO2S,c
Colon_3snpyr_c,"3-Sulfinylpyruvic acid",C3H2O5S,c
Colon_3snpyr_m,"3-Sulfinylpyruvic acid",C3H2O5S,m
Colon_so3_c,"Sulfite",O3S,c
Colon_pyr_m,"Pyruvic acid",C3H3O3,m
Colon_so3_m,"Sulfite",O3S,m
Colon_adrnl_c,"Epinephrine",C9H14NO3,c
Colon_mma_c,"Methylamine",C1H6N,c
Colon_nrpphr_c,"Norepinephrine",C8H12NO3,c
Colon_4abut_c,"gamma-Aminobutyric acid",C4H9NO2,c
Colon_4abut_m,"gamma-Aminobutyric acid",C4H9NO2,m
Colon_coucoa_m,"P-Coumaroyl Coenzyme A",C30H38N7O18P3S1,m
Colon_4hbzcoa_m,"4-hydroxybenzoyl-CoA",C28H36N7O18P3S,m
Colon_accoa_m,"Acetyl-CoA",C23H34N7O17P3S,m
Colon_4hbz_m,"4-Hydroxybenzoic acid",C7H5O3,m
Colon_e4hglu_m,"Erythro-4-Hydroxy-L-Glutamate",C5H8NO5,m
Colon_4hoxpacd_c,"4-Hydroxyphenylacetaldehyde",C8H8O2,c
Colon_4hphac_c,"p-Hydroxyphenylacetic acid",C8H7O3,c
Colon_4mop_c,"Ketoleucine",C6H9O3,c
Colon_4mop_m,"Ketoleucine",C6H9O3,m
Colon_5adtststerones_c,"5a-Dihydrotestosterone sulfate",C19H29O5S,c
Colon_5adtststerone_c,"Dihydrotestosterone",C19H30O2,c
Colon_5aop_c,"5-Aminolevulinic acid",C5H9NO3,c
Colon_5aop_m,"5-Aminolevulinic acid",C5H9NO3,m
Colon_h2o_e,"Water",H2O,e
Colon_5fthf_e,"Folinic acid",C20H21N7O7,e
Colon_5fthf_c,"Folinic acid",C20H21N7O7,c
Colon_5htrp_c,"5-Hydroxy-L-tryptophan",C11H12N2O3,c
Colon_srtn_c,"Serotonin",C10H13N2O,c
Colon_5hoxindact_c,"5-Hydroxyindoleacetaldehyde",C10H9NO2,c
Colon_5hoxindoa_c,"5-Hydroxyindoleacetic acid",C10H8NO3,c
Colon_5mthf_e,"5-Methyltetrahydrofolic acid",C20H24N7O6,e
Colon_5mthf_c,"5-Methyltetrahydrofolic acid",C20H24N7O6,c
Colon_7dhchsterol_r,"7-Dehydrocholesterol",C27H44O,r
Colon_7dhchsterol_c,"7-Dehydrocholesterol",C27H44O,c
Colon_7thf_c,"Heptaglutamyl Folate (Thf)",C49H57N13O24,c
Colon_man_c,"D-Mannose",C6H12O6,c
Colon_galgluside_hs_c,"Galactosyl Glucosyl Ceramide",C30H56NO12FULLRCO,c
Colon_udpgal_c,"Uridine diphosphategalactose",C15H22N2O17P2,c
Colon_thcrm_hs_c,"Trihexosylceramide (d18:1/12:0)",C36H66NO17FULLRCO,c
Colon_udp_c,"Uridine 5'-diphosphate",C9H11N2O12P2,c
Colon_h_g,"Hydrogen Ion",H,g
Colon_galgluside_hs_g,"Galactosyl Glucosyl Ceramide",C30H56NO12FULLRCO,g
Colon_udpgal_g,"Uridine diphosphategalactose",C15H22N2O17P2,g
Colon_thcrm_hs_g,"Trihexosylceramide (d18:1/12:0)",C36H66NO17FULLRCO,g
Colon_udp_g,"Uridine 5'-diphosphate",C9H11N2O12P2,g
Colon_T_antigen_g,"T-Antigen (Core 1)",C14H24NO10X,g
Colon_uacgam_g,"Uridine diphosphate-N-acetylglucosamine",C17H25N3O17P2,g
Colon_gncore1_g,"""GlcNac-Alpha-1,4-Core 1""",C22H37N2O15X,g
Colon_core2_g,"Core 2",C22H37N2O15X,g
Colon_gncore2_g,"""GlcNac-Alpha-1,4-Core 2""",C30H50N3O20X,g
Colon_aact_c,"Aminoacetone",C3H8NO,c
Colon_mthgxl_c,"Pyruvaldehyde",C3H4O2,c
Colon_aact_m,"Aminoacetone",C3H8NO,m
Colon_L2aadp6sa_m,"Allysine",C6H11NO3,m
Colon_fucgalacglcgalgluside_hs_g,"Type Ih Glycolipid",C50H89N2O26FULLRCO,g
Colon_udpacgal_g,"Uridine diphosphate-N-acetylgalactosamine",C17H25N3O17P2,g
Colon_acgalfucgalacglcgalgluside_hs_g,"Type Ia Glycolipid",C58H102N3O31FULLRCO,g
Colon_galfucgalacglcgalgluside_hs_g,"Gal-Alpha1->3(Fuc-Alpha1->2)Gal-Beta1->3GlcNac-Beta1->3LacCer",C56H99N2O31FULLRCO,g
Colon_fuc12gal14acglcgalgluside_hs_g,"Type Iih Glycolipid",C50H89N2O26FULLRCO,g
Colon_galfuc12gal14acglcgalgluside_hs_g,"(Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1",C56H99N2O31FULLRCO,g
Colon_acgalfuc12gal14acglcgalgluside_hs_g,"(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1",C58H102N3O31FULLRCO,g
Colon_fucgalacgalfuc12gal14acglcgalgluside_hs_g,"Type Iiih Glycolipid",C70H122N3O40FULLRCO,g
Colon_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g,"Type IIIA Glycolipid",C78H135N4O45FULLRCO,g
Colon_fucgalacglcgal14acglcgalgluside_hs_g,"Vi2Fuc-Nlc6",C64H112N3O36FULLRCO,g
Colon_acgalfucgalacglcgal14acglcgalgluside_hs_g,"(Gal)3 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1",X,g
Colon_fucgalacgalfucgalacglcgal14acglcgalgluside_hs_g,"(Gal)4 (GalNac)1 (Glc)1 (GlcNac)2 (LFuc)2 (Cer)1",X,g
Colon_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g,"Type III Ab Glycan",C92H158N5O55FULLRCO,g
Colon_galfucgalacglcgal14acglcgalgluside_hs_g,"(Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1",C70H122N3O41FULLRCO,g
Colon_fucfucgalacglcgalacglcgal14acglcgalgluside_hs_g,"(Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1",C84H145N4O50FULLRCO,g
Colon_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g,"(Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1",C96H165N4O60FULLRCO,g
Colon_sucsal_m,"Succinic acid semialdehyde",C4H5O3,m
Colon_abt_c,"L-Arabitol",C5H12O5,c
Colon_xylu_L_c,"L-Threo-2-pentulose",C5H10O5,c
Colon_h_l,"Hydrogen Ion",H,l
Colon_2maacoa_m,"2-Methylacetoacetyl-CoA",C26H38N7O18P3S,m
Colon_ppcoa_m,"Propionyl-CoA",C24H36N7O17P3S,m
Colon_aacoa_m,"Acetoacetyl-CoA",C25H36N7O18P3S,m
Colon_coa_x,"Coenzyme A",C21H32N7O16P3S,x
Colon_accoa_x,"Acetyl-CoA",C23H34N7O17P3S,x
Colon_aacoa_x,"Acetoacetyl-CoA",C25H36N7O18P3S,x
Colon_acac_c,"Acetoacetic acid",C4H5O3,c
Colon_acac_m,"Acetoacetic acid",C4H5O3,m
Colon_3odcoa_x,"3-Oxodecanoyl-CoA",C31H48N7O18P3S,x
Colon_occoa_x,"Octanoyl-CoA",C29H46N7O17P3S,x
Colon_3oddcoa_x,"3-Oxododecanoyl-CoA",C33H52N7O18P3S,x
Colon_dcacoa_x,"Decanoyl-CoA (n-C10:0CoA)",C31H50N7O17P3S,x
Colon_3otdcoa_x,"3-Oxotetradecanoyl-CoA",C35H56N7O18P3S,x
Colon_ddcacoa_x,"Lauroyl-CoA",C33H54N7O17P3S,x
Colon_3ohdcoa_x,"3-Oxohexadecanoyl-CoA",C37H60N7O18P3S,x
Colon_tdcoa_x,"Tetradecanoyl-CoA",C35H58N7O17P3S,x
Colon_pmtcoa_x,"Palmityl-CoA",C37H62N7O17P3S,x
Colon_ttccoa_x,"Tetracosanoyl-CoA",C45H78N7O17P3S,x
Colon_acac_x,"Acetoacetic acid",C4H5O3,x
Colon_acald_m,"Acetaldehyde",C2H4O,m
Colon_acald_c,"Acetaldehyde",C2H4O,c
Colon_acald_x,"Acetaldehyde",C2H4O,x
Colon_atp_m,"Adenosine triphosphate",C10H12N5O13P3,m
Colon_adp_m,"ADP",C10H12N5O10P2,m
Colon_pi_m,"Phosphate",HO4P,m
Colon_hco3_m,"Hydrogen carbonate",CHO3,m
Colon_malcoa_m,"Malonyl-CoA",C24H33N7O19P3S,m
Colon_accoa_c,"Acetyl-CoA",C23H34N7O17P3S,c
Colon_accoa_g,"Acetyl-CoA",C23H34N7O17P3S,g
Colon_amp_m,"Adenosine monophosphate",C10H12N5O7P,m
Colon_ppi_m,"Pyrophosphate",HO7P2,m
Colon_ppa_m,"Propionic acid",C3H5O2,m
Colon_accoa_r,"Acetyl-CoA",C23H34N7O17P3S,r
Colon_acetone_e,"Acetone",C3H6O,e
Colon_acetone_c,"Acetone",C3H6O,c
Colon_acetone_m,"Acetone",C3H6O,m
Colon_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c,"Type IIIA Glycolipid",C78H135N4O45FULLRCO,c
Colon_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c,"Type III Ab Glycan",C92H158N5O55FULLRCO,c
Colon_acgal_c,"N-Acetylgalactosamine",C8H15NO6,c
Colon_acgal1p_c,"N-Acetyl-D-galactosamine 1-phosphate",C8H14NO9P,c
Colon_itp_c,"Inosine triphosphate",C10H11N4O14P3,c
Colon_idp_c,"IDP",C10H11N4O11P2,c
Colon_acgal_g,"N-Acetylgalactosamine",C8H15NO6,g
Colon_acgal_l,"N-Acetylgalactosamine",C8H15NO6,l
Colon_gam6p_c,"Glucosamine 6-phosphate",C6H13NO8P,c
Colon_acgam6p_c,"N-Acetyl-D-Glucosamine 6-Phosphate",C8H14NO9P,c
Colon_acgam_c,"N-Acetyl-D-glucosamine",C8H15NO6,c
Colon_acgam1p_c,"N-Acetyl-glucosamine 1-phosphate",C8H14NO9P,c
Colon_acgam_l,"N-Acetyl-D-glucosamine",C8H15NO6,l
Colon_acgbgbside_hs_c,"Beta GalNAc globoside (homo sapiens)",C52H92N3O27FULLRCO,c
Colon_acgbgbside_hs_g,"Beta GalNAc globoside (homo sapiens)",C52H92N3O27FULLRCO,g
Colon_acgbgbside_hs_l,"Beta GalNAc globoside (homo sapiens)",C52H92N3O27FULLRCO,l
Colon_ac_c,"Acetic acid",C2H3O2,c
Colon_ac_e,"Acetic acid",C2H3O2,e
Colon_ach_e,"Acetylcholine",C7H16NO2,e
Colon_chol_e,"Choline",C5H14NO,e
Colon_ach_c,"Acetylcholine",C7H16NO2,c
Colon_cit_c,"Citric acid",C6H5O7,c
Colon_oaa_c,"Oxalacetic acid",C4H2O5,c
Colon_acmanap_c,"N-Acetyl-D-mannosamine 6-phosphate",C8H14NO9P,c
Colon_pep_c,"Phosphoenolpyruvic acid",C3H2O6P,c
Colon_acnamp_c,"N-Acetylneuraminic acid 9-phosphate",C11H17NO12P,c
Colon_man6p_c,"Mannose 6-phosphate",C6H11O9P,c
Colon_kdnp_c,"2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid 9-Phosphate",C9H14O12P,c
Colon_acnam_c,"N-Acetylneuraminic acid",C11H18NO9,c
Colon_acnam_l,"N-Acetylneuraminic acid",C11H18NO9,l
Colon_acnam_n,"N-Acetylneuraminic acid",C11H18NO9,n
Colon_acngalacglcgal14acglcgalgluside_hs_c,"Vi3Neuac-Nlc6Cer",C69H118N4O40FULLRCO,c
Colon_acngalacglcgal14acglcgalgluside_hs_g,"Vi3Neuac-Nlc6Cer",C69H118N4O40FULLRCO,g
Colon_acmana_c,"N-Acetylmannosamine",C8H15NO6,c
Colon_2mbcoa_m,"2-Methylbutyryl-CoA",C26H40N7O17P3S,m
Colon_fad_m,"FAD",C27H31N9O15P2,m
Colon_2mb2coa_m,"Tiglyl-CoA",C26H38N7O17P3S,m
Colon_fadh2_m,"FADH",C27H33N9O15P2,m
Colon_btcoa_m,"Butyryl-CoA",C25H38N7O17P3S,m
Colon_ivcoa_m,"Isovaleryl-CoA",C26H40N7O17P3S,m
Colon_3mb2coa_m,"3-Methylcrotonyl-CoA",C26H38N7O17P3S,m
Colon_ibcoa_m,"Isobutyryl-CoA",C25H38N7O17P3S,m
Colon_2mp2coa_m,"Methacrylyl-CoA",C25H36N7O17P3S,m
Colon_o2_x,"Oxygen",O2,x
Colon_h2o2_x,"Hydrogen peroxide",H2O2,x
Colon_hdd2coa_x,"(2E)-Hexadecenoyl-CoA",C37H60N7O17P3S,x
Colon_orn_c,"Ornithine",C5H13N2O2,c
Colon_cit_m,"Citric acid",C6H5O7,m
Colon_icit_m,"Isocitric acid",C6H5O7,m
Colon_fad_x,"FAD",C27H31N9O15P2,x
Colon_fadh2_x,"FADH",C27H33N9O15P2,x
Colon_dhcholoylcoa_x,"""3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA""",C48H74N7O19P3S,x
Colon_thcholoylcoa_x,"""3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA""",C48H76N7O20P3S,x
Colon_h2o_x,"Water",H2O,x
Colon_cholcoads_x,"""3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA""",C48H74N7O20P3S,x
Colon_fmn_c,"Flavin Mononucleotide",C17H19N4O9P,c
Colon_ribflv_c,"Riboflavin",C17H20N4O6,c
Colon_acrn_c,"L-Acetylcarnitine",C9H17NO4,c
Colon_acrn_m,"L-Acetylcarnitine",C9H17NO4,m
Colon_amp_c,"Adenosine monophosphate",C10H12N5O7P,c
Colon_ppi_c,"Pyrophosphate",HO7P2,c
Colon_ppcoa_c,"Propionyl-CoA",C24H36N7O17P3S,c
Colon_ppa_c,"Propionic acid",C3H5O2,c
Colon_ac_m,"Acetic acid",C2H3O2,m
Colon_melatn_c,"Melatonin",C13H16N2O2,c
Colon_ac_g,"Acetic acid",C2H3O2,g
Colon_acetol_c,"Hydroxyacetone",C3H6O2,c
Colon_adn_c,"Adenosine",C10H13N5O4,c
Colon_ins_c,"Inosine",C10H12N4O5,c
Colon_nh4_e,"Ammonia",H4N,e
Colon_adn_e,"Adenosine",C10H13N5O4,e
Colon_ins_e,"Inosine",C10H12N4O5,e
Colon_ade_e,"Adenine",C5H5N5,e
Colon_ade_c,"Adenine",C5H5N5,c
Colon_gtp_c,"Guanosine triphosphate",C10H12N5O14P3,c
Colon_gdp_c,"Guanosine diphosphate",C10H12N5O11P2,c
Colon_gtp_m,"Guanosine triphosphate",C10H12N5O14P3,m
Colon_gdp_m,"Guanosine diphosphate",C10H12N5O11P2,m
Colon_damp_c,"Deoxyadenosine monophosphate",C10H12N5O6P,c
Colon_datp_c,"Deoxyadenosine triphosphate",C10H12N5O12P3,c
Colon_dadp_c,"dADP",C10H12N5O9P2,c
Colon_ametam_c,"S-Adenosylmethioninamine",C14H24N6O3S,c
Colon_camp_c,"Cyclic AMP",C10H11N5O6P,c
Colon_adn_m,"Adenosine",C10H13N5O4,m
Colon_g1p_c,"Glucose 1-phosphate",C6H11O9P,c
Colon_man1p_c,"D-Mannose 1-phosphate",C6H11O9P,c
Colon_adprib_c,"Adenosine diphosphate ribose",C15H21N5O14P2,c
Colon_adrncoa_c,"Adrenyl coenzyme A",C43H66N7O17P3S,c
Colon_adrncoa_x,"Adrenyl coenzyme A",C43H66N7O17P3S,x
Colon_crn_c,"L-Carnitine",C7H15NO3,c
Colon_adrncrn_c,"Ocosatetraenoylcarnitine",C29H49NO4,c
Colon_adrncoa_m,"Adrenyl coenzyme A",C43H66N7O17P3S,m
Colon_crn_m,"L-Carnitine",C7H15NO3,m
Colon_adrncrn_m,"Ocosatetraenoylcarnitine",C29H49NO4,m
Colon_adrn_e,"Adrenic acid",C22H35O2,e
Colon_adrn_c,"Adrenic acid",C22H35O2,c
Colon_aps_c,"Adenosine phosphosulfate",C10H12N5O10PS,c
Colon_dcamp_c,"Adenylsuccinic acid",C14H14N5O11P,c
Colon_fum_c,"Fumaric acid",C4H2O4,c
Colon_25aics_c,"SAICAR",C13H15N4O12P,c
Colon_aicar_c,"AICAR",C9H13N4O8P,c
Colon_ksii_core4_pre2_g,"""Keratan Sulfate Ii Boisynthesis, Precursor 2""",C47H76N4O33X,g
Colon_ksii_core4_pre3_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 3""",C55H89N5O38X,g
Colon_ksii_core4_pre4_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 4""",C61H99N5O43X,g
Colon_ksii_core4_pre5_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 5""",C69H112N6O48X,g
Colon_ksii_core4_pre7_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 7""",C75H121N6O56SX,g
Colon_ksii_core4_pre8_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 8""",C83H134N7O61SX,g
Colon_ksii_core2_pre2_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 2""",C39H63N3O28X,g
Colon_ksii_core2_pre3_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 3""",C47H76N4O33X,g
Colon_ksii_core2_pre4_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 4""",C53H86N4O38X,g
Colon_ksii_core2_pre5_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 5""",C61H99N5O43X,g
Colon_ksii_core2_pre7_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 7""",C67H108N5O51SX,g
Colon_ksii_core2_pre8_g,"""Keratan Sulfate Ii Biosynthesis, Precursor 8""",C75H121N6O56SX,g
Colon_cdpchol_c,"Citicoline",C14H25N4O11P2,c
Colon_cmp_c,"Cytidine monophosphate",C9H12N3O8P,c
Colon_cdpea_c,"CDP-Ethanolamine",C11H19N4O11P2,c
Colon_Rtotal2_c,"R Total 2 Position",CO2FULLR2,c
Colon_agm_m,"Agmatine",C5H16N4,m
Colon_ptrc_m,"Putrescine",C4H14N2,m
Colon_urea_m,"Urea",CH4N2O,m
Colon_Rtotal2coa_c,"R Total 2 Coenzyme A",CO2FULLR2C21H31N7O15P3S,c
Colon_alpa_hs_c,"Lysophosphatidic Acid",C3H4O5PFULLRCO2,c
Colon_pa_hs_c,"Phosphatidate",C3H5O4PFULLRCO2FULLR2CO2,c
Colon_ala_L_m,"L-Alanine",C3H7NO2,m
Colon_glx_m,"Glyoxylic acid",C2H1O3,m
Colon_gly_m,"Glycine",C2H5NO2,m
Colon_pyr_x,"Pyruvic acid",C3H3O3,x
Colon_gly_x,"Glycine",C2H5NO2,x
Colon_air_c,"5-Aminoimidazole ribonucleotide",C8H12N3O7P,c
Colon_5aizc_c,"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate",C9H11N3O9P,c
Colon_succoa_m,"Succinyl-CoA",C25H35N7O19P3S,m
Colon_mal_L_c,"L-Malic acid",C4H4O5,c
Colon_mal_L_m,"L-Malic acid",C4H4O5,m
Colon_akg_e,"Oxoglutaric acid",C5H4O5,e
Colon_akg_x,"Oxoglutaric acid",C5H4O5,x
Colon_xol7ah_c,"7a-Hydroxy-5b-cholestan-3-one",C27H46O2,c
Colon_xol7ah2_c,"""3a,7a-Dihydroxy-5b-cholestane""",C27H48O2,c
Colon_xoldioloneh_c,"""7a,12a-Dihydroxy-5b-cholestan-3-one""",C27H46O3,c
Colon_xoltriol_c,"""5-b-Cholestane-3a ,7a ,12a-triol""",C27H48O3,c
Colon_xol7aone_c,"7a-Hydroxy-cholestene-3-one",C27H44O2,c
Colon_xoldiolone_c,"""7a,12a-Dihydroxy-cholestene-3-one""",C27H44O3,c
Colon_ala_L_e,"L-Alanine",C3H7NO2,e
Colon_ala_L_c,"L-Alanine",C3H7NO2,c
Colon_asn_L_c,"L-Asparagine",C4H8N2O3,c
Colon_asn_L_e,"L-Asparagine",C4H8N2O3,e
Colon_cys_L_c,"L-Cysteine",C3H7NO2S,c
Colon_cys_L_e,"L-Cysteine",C3H7NO2S,e
Colon_ala_D_e,"D-Alanine",C3H7NO2,e
Colon_ala_D_c,"D-Alanine",C3H7NO2,c
Colon_gln_L_c,"L-Glutamine",C5H10N2O3,c
Colon_gln_L_e,"L-Glutamine",C5H10N2O3,e
Colon_gly_c,"Glycine",C2H5NO2,c
Colon_gly_e,"Glycine",C2H5NO2,e
Colon_ser_L_c,"L-Serine",C3H7NO3,c
Colon_ser_L_e,"L-Serine",C3H7NO3,e
Colon_thr_L_c,"L-Threonine",C4H9NO3,c
Colon_thr_L_e,"L-Threonine",C4H9NO3,e
Colon_12ppd_R_c,"Propylene glycol",C3H8O2,c
Colon_lald_D_c,"D-Lactaldehyde",C3H6O2,c
Colon_12ppd_S_c,"""(S)-Propane-1,2-diol""",C3H8O2,c
Colon_lald_L_c,"Lactaldehyde",C3H6O2,c
Colon_etoh_c,"Ethanol",C2H6O,c
Colon_id3acald_c,"Indoleacetaldehyde",C10H9NO,c
Colon_ind3ac_c,"Indoleacetic acid",C10H8NO2,c
Colon_pristanal_c,"Pristanal",C19H38O,c
Colon_prist_c,"Pristanic acid",C19H37O2,c
Colon_dhap_c,"Dihydroxyacetone phosphate",C3H5O6P,c
Colon_arachd_c,"Arachidonic acid",C20H31O2,c
Colon_15HPET_c,"15S-Hydroperoxyeicosatetraenoate",C20H31O4,c
Colon_5HPET_c,"5(S)-Hydroperoxyeicosatetraenoic acid",C20H31O4,c
Colon_leuktrA4_c,"Leukotriene A4",C20H29O3,c
Colon_dhcholestancoa_x,"""3a,7a-Dihydroxy-5b-cholestanoyl-CoA""",C48H76N7O19P3S,x
Colon_h2o_r,"Water",H2O,r
Colon_o2_r,"Oxygen",O2,r
Colon_dhcholestancoa_r,"""3a,7a-Dihydroxy-5b-cholestanoyl-CoA""",C48H76N7O19P3S,r
Colon_cholcoar_x,"""(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA""",C48H76N7O20P3S,x
Colon_cholcoar_r,"""(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA""",C48H76N7O20P3S,r
Colon_amet_m,"S-Adenosylmethionine",C15H23N6O5S,m
Colon_ahcys_m,"S-Adenosylhomocysteine",C14H20N6O5S,m
Colon_imp_c,"Inosinic acid",C10H11N4O8P,c
Colon_cgly_e,"Cysteinylglycine",C5H10N2O3S,e
Colon_amp_x,"Adenosine monophosphate",C10H12N5O7P,x
Colon_amp_r,"Adenosine monophosphate",C10H12N5O7P,r
Colon_glc_D_e,"D-Glucose",C6H12O6,e
Colon_andrstrn_c,"Androsterone",C19H30O2,c
Colon_andrstrn_r,"Androsterone",C19H30O2,r
Colon_2aobut_m,"L-2-Amino-3-oxobutanoic acid",C4H7NO3,m
Colon_msa_m,"Malonic semialdehyde",C3H3O3,m
Colon_ala_B_m,"beta-Alanine",C3H7NO2,m
Colon_apoC_c,"Apocarboxlase (No Lys Residue)",XH,c
Colon_lys_L_c,"L-Lysine",C6H15N2O2,c
Colon_apoC_Lys_c,"Apoc-Lysine",C6H13N2OX,c
Colon_lys_L_m,"L-Lysine",C6H15N2O2,m
Colon_apoC_Lys_btn_c,"Holocarboxylase (Biotin Covalent Bound To Lys Residue Of Apoc)",C16H27N4O3SX,c
Colon_biocyt_c,"Biocytin",C16H28N4O4S,c
Colon_aprut_c,"N-Acetylputrescine",C6H15N2O,c
Colon_n4abutn_c,"N4-Acetylaminobutanal",C6H11NO2,c
Colon_arab_L_c,"L-Arabinose",C5H10O5,c
Colon_arachcoa_c,"Eicosanoyl-CoA",C41H70N7O17P3S,c
Colon_arachcoa_x,"Eicosanoyl-CoA",C41H70N7O17P3S,x
Colon_arachcrn_c,"Eicosanoylcarnitine",C27H53NO4,c
Colon_arachcoa_m,"Eicosanoyl-CoA",C41H70N7O17P3S,m
Colon_arachcrn_m,"Eicosanoylcarnitine",C27H53NO4,m
Colon_arachdcoa_c,"Arachidonyl-CoA",C41H62N7O17P3S,c
Colon_arachdcoa_x,"Arachidonyl-CoA",C41H62N7O17P3S,x
Colon_arachd_e,"Arachidonic acid",C20H31O2,e
Colon_arachd_r,"Arachidonic acid",C20H31O2,r
Colon_arach_c,"Arachidic acid",C20H39O2,c
Colon_arg_L_m,"L-Arginine",C6H15N4O2,m
Colon_lys_L_e,"L-Lysine",C6H15N2O2,e
Colon_arg_L_e,"L-Arginine",C6H15N4O2,e
Colon_arg_L_c,"L-Arginine",C6H15N4O2,c
Colon_orn_m,"Ornithine",C5H13N2O2,m
Colon_argsuc_c,"Argininosuccinic acid",C10H17N4O6,c
Colon_citr_L_c,"Citrulline",C6H13N3O3,c
Colon_sgalside_hs_l,"Sulfatide Galactocerebroside",C24H45NO10SFULLRCO,l
Colon_galside_hs_l,"Galactosylceramide (d18:1/16:0)",C24H46NO7FULLRCO,l
Colon_so4_l,"Sulfate",O4S,l
Colon_Rtotal_c,"R Total",CO2FULLR,c
Colon_Rtotalcoa_c,"R Total Coenzyme A",CO2FULLRC21H31N7O15P3S,c
Colon_Rtotal3coa_c,"R Total 3 Coenzyme A",CO2FULLR3C21H31N7O15P3S,c
Colon_Rtotal3_c,"R Total 3 Position",CO2FULLR3,c
Colon_pmtcoa_c,"Palmityl-CoA",C37H62N7O17P3S,c
Colon_hdcoa_c,"Palmitoleyl CoA",C37H60N7O17P3S,c
Colon_tdcoa_c,"Tetradecanoyl-CoA",C35H58N7O17P3S,c
Colon_lnlncacoa_c,"Alpha-Linolenoyl-CoA",C39H60N7O17P3S,c
Colon_R2coa_hs_c,"R Group 2 Coenzyme A",XCO2C21H31N7O15P3S,c
Colon_lnlncgcoa_c,"Gamma-linolenoyl-CoA",C39H60N7O17P3S,c
Colon_strdnccoa_c,"Stearidonoyl CoA",C39H58N7O17P3S,c
Colon_dlnlcgcoa_c,"""8Z,11Z,14Z-eicosatrienoyl-CoA""",C41H64N7O17P3S,c
Colon_tmndnccoa_c,"""(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA""",C41H60N7O17P3S,c
Colon_lnlccoa_c,"Linoleoyl-CoA",C39H62N7O17P3S,c
Colon_dcsptn1coa_c,"""Docosa-4,7,10,13,16-pentaenoyl CoA""",C43H64N7O17P3S,c
Colon_c226coa_c,"Cervonyl Coenzyme A",C43H62N7O17P3S,c
Colon_stcoa_c,"Stearoyl-CoA",C39H66N7O17P3S,c
Colon_odecoa_c,"Oleoyl-CoA",C39H64N7O17P3S,c
Colon_octd11ecoa_c,"11-Octadecenoyl Coenzyme A",C39H64N7O17P3S,c
Colon_lneldccoa_c,"""(6Z,9Z)-Octadecadienoyl Coenzyme A""",C39H62N7O17P3S,c
Colon_nrvnccoa_c,"Nervonyl CoA",C45H76N7O17P3S,c
Colon_od2coa_c,"trans-Octadec-2-enoyl-CoA",C39H64N7O17P3S,c
Colon_ttccoa_c,"Tetracosanoyl-CoA",C45H78N7O17P3S,c
Colon_eicostetcoa_c,"Eicosatetranoyl coenzyme A",C41H62N7O17P3S,c
Colon_tetpent6coa_c,"""Tetracosapentaenoyl coenzyme A, n-6""",C45H68N7O17P3S,c
Colon_tetpent3coa_c,"""(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl Coenzyme A""",C45H68N7O17P3S,c
Colon_tettet6coa_c,"Tetracosatetraenoyl CoA",C45H70N7O17P3S,c
