rxnID,rxnName,rxnSubs,lb,ub,rxnEq,rxnS
panClostridium_innocuum_EAR40x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),Fatty acid synthesis,0,1000,panClostridium_innocuum_but2eACP_c;panClostridium_innocuum_butACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,-1;1;-1;1;-1
panClostridium_innocuum_EAR4M6,4mthex2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_4mhexACP_c;panClostridium_innocuum_4mthex2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nadp_c;panClostridium_innocuum_nadph_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR4M6x,4-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_4mhexACP_c;panClostridium_innocuum_4mthex2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR5M6,5mthex2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_5mhexACP_c;panClostridium_innocuum_5mthex2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nadp_c;panClostridium_innocuum_nadph_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR5M6x,5-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_5mhexACP_c;panClostridium_innocuum_5mthex2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR60x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),Fatty acid synthesis,0,1000,panClostridium_innocuum_h_c;panClostridium_innocuum_hexACP_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c;panClostridium_innocuum_thex2eACP_c,-1;1;1;-1;-1
panClostridium_innocuum_EAR6M8,6mtoct2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_6mocACP_c;panClostridium_innocuum_6mtoct2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nadp_c;panClostridium_innocuum_nadph_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR6M8x,6-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_6mocACP_c;panClostridium_innocuum_6mtoct2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR7M8,7mtoct2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_7mocACP_c;panClostridium_innocuum_7mtoct2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nadp_c;panClostridium_innocuum_nadph_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR7M8x,7-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_7mocACP_c;panClostridium_innocuum_7mtoct2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR80x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),Fatty acid synthesis,0,1000,panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c;panClostridium_innocuum_ocACP_c;panClostridium_innocuum_toct2eACP_c,-1;1;-1;1;-1
panClostridium_innocuum_EAR8M10,8mtdec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_8mdcaACP_c;panClostridium_innocuum_8mtdec2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nadp_c;panClostridium_innocuum_nadph_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR8M10x,8-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_8mdcaACP_c;panClostridium_innocuum_8mtdec2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR9M10,9mtdec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific,Fatty acid synthesis,0,1000,panClostridium_innocuum_9mdcaACP_c;panClostridium_innocuum_9mtdec2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nadp_c;panClostridium_innocuum_nadph_c,1;-1;-1;1;-1
panClostridium_innocuum_EAR9M10x,9-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis,0,1000,panClostridium_innocuum_9mdcaACP_c;panClostridium_innocuum_9mtdec2eACP_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1;-1
panClostridium_innocuum_ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3hbcoa_c;panClostridium_innocuum_b2coa_c;panClostridium_innocuum_h2o_c,-1;1;1
panClostridium_innocuum_ECOAH12,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA),Fatty acid synthesis,0,1000,panClostridium_innocuum_2mp2coa_c;panClostridium_innocuum_3hibutcoa_c;panClostridium_innocuum_h2o_c,-1;1;-1
panClostridium_innocuum_ECOAH1R,3-hydroxyacyl-CoA ((R)-3-hydroxybutanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3hbcoa_R_c;panClostridium_innocuum_b2coa_c;panClostridium_innocuum_h2o_c,-1;1;1
panClostridium_innocuum_ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3hocoa_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_oc2coa_c,-1;1;1
panClostridium_innocuum_ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3hdcoa_c;panClostridium_innocuum_dc2coa_c;panClostridium_innocuum_h2o_c,-1;1;1
panClostridium_innocuum_ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3hddcoa_c;panClostridium_innocuum_dd2coa_c;panClostridium_innocuum_h2o_c,-1;1;1
panClostridium_innocuum_ECOAH6,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3htdcoa_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_td2coa_c,-1;1;1
panClostridium_innocuum_ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_3hhdcoa_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_hdd2coa_c,-1;1;1
panClostridium_innocuum_ECOAH9,2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_2mb2coa_c;panClostridium_innocuum_3hmbcoa_c;panClostridium_innocuum_h2o_c,-1;1;-1
panClostridium_innocuum_EDA_R,2-dehydro-3-deoxy-D-gluconate-6-phosphate,Pentose phosphate pathway,-1000,1000,panClostridium_innocuum_2ddg6p_c;panClostridium_innocuum_g3p_c;panClostridium_innocuum_pyr_c,-1;1;1
panClostridium_innocuum_EHGLAT,L-Erythro-4-Hydroxyglutamate:2-Oxoglutarate Aminotransferase,Arginine and proline metabolism,0,1000,panClostridium_innocuum_4h2oglt_c;panClostridium_innocuum_akg_c;panClostridium_innocuum_e4hglu_c;panClostridium_innocuum_glu_L_c,1;-1;-1;1
panClostridium_innocuum_ENO,Enolase,Glycolysis/gluconeogenesis,-1000,1000,panClostridium_innocuum_2pg_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_pep_c,-1;1;1
panClostridium_innocuum_ETHSO3abc,ethanesulfonate transport via ABC system,"Transport, extracellular",0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_ethso3_c;panClostridium_innocuum_ethso3_u;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_pi_c,1;-1;1;-1;-1;1;1
panClostridium_innocuum_FACOAL140i,Fatty-Acid- Coenzyme A Ligase (Tetradecanoate),Fatty acid synthesis,0,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_ppi_c;panClostridium_innocuum_tdcoa_c;panClostridium_innocuum_ttdca_c,1;-1;-1;1;1;-1
panClostridium_innocuum_FACOAL160i,C160 Fatty Acid Activation,Fatty acid synthesis,0,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_hdca_c;panClostridium_innocuum_pmtcoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOAL161,Fatty-Acid- Coenzyme A Ligase (Hexadecenoate),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_hdcea_c;panClostridium_innocuum_hdcoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOAL180,fatty-acid--CoA ligase (octadecanoate),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_ocdca_c;panClostridium_innocuum_ppi_c;panClostridium_innocuum_stcoa_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOAL181,fatty-acid--CoA ligase (octadecenoate),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_ocdcea_c;panClostridium_innocuum_odecoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOALAI15,fatty-acid--CoA ligase (ANTEISO15),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_aipdcoa_c;panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fa4_c;panClostridium_innocuum_ppi_c,1;1;-1;-1;-1;1
panClostridium_innocuum_FACOALAI17,fatty-acid--CoA ligase (ANTEISO17),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_aihpdcoa_c;panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fa12_c;panClostridium_innocuum_ppi_c,1;1;-1;-1;-1;1
panClostridium_innocuum_FACOALI14,fatty-acid--CoA ligase (ISO14),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fa1_c;panClostridium_innocuum_itdcoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOALI15,fatty-acid--CoA ligase (ISO15),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fa3_c;panClostridium_innocuum_ipdcoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOALI16,fatty-acid--CoA ligase (ISO16),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fa6_c;panClostridium_innocuum_ihdcoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FACOALI17,fatty-acid--CoA ligase (ISO17),Fatty acid synthesis,-1000,1000,panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fa11_c;panClostridium_innocuum_ihpdcoa_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1;1
panClostridium_innocuum_FAO11,Fatty acid oxidation (n-C16:1),Fatty acid oxidation,0,1000,panClostridium_innocuum_accoa_c;panClostridium_innocuum_amp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_fad_c;panClostridium_innocuum_fadh2_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_hdcea_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c;panClostridium_innocuum_ppi_c,8;1;-1;-8;-6;6;-7;7;-1;-7;7;1
panClostridium_innocuum_FBA,Fructose-Bisphosphate Aldolase,Glycolysis/gluconeogenesis,-1000,1000,panClostridium_innocuum_dhap_c;panClostridium_innocuum_fdp_c;panClostridium_innocuum_g3p_c,1;-1;1
panClostridium_innocuum_FBA2,D-Fructose 1-Phosphate D-Glyceraldehyde-3-Phosphate-Lyase,Fructose and mannose metabolism,-1000,1000,panClostridium_innocuum_dhap_c;panClostridium_innocuum_f1p_c;panClostridium_innocuum_glyald_c,1;-1;1
panClostridium_innocuum_FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",Pentose phosphate pathway,-1000,1000,panClostridium_innocuum_dhap_c;panClostridium_innocuum_e4p_c;panClostridium_innocuum_s17bp_c,1;1;-1
panClostridium_innocuum_FBP,Fructose-Bisphosphatase,Glycolysis/gluconeogenesis,0,1000,panClostridium_innocuum_f6p_c;panClostridium_innocuum_fdp_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_pi_c,1;-1;-1;1
panClostridium_innocuum_FCLPA,L-fuculose 1-phosphate aldolase,Fructose and mannose metabolism,-1000,1000,panClostridium_innocuum_dhap_c;panClostridium_innocuum_fc1p_c;panClostridium_innocuum_lald_L_c,1;-1;1
panClostridium_innocuum_FDH,Formate Dehydrogenase,Glyoxylate and dicarboxylate metabolism,0,1000,panClostridium_innocuum_co2_c;panClostridium_innocuum_for_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,1;-1;-1;1
panClostridium_innocuum_FE2DH,Fe2 NAD oxidoreductase,Respiration,-1000,1000,panClostridium_innocuum_fe2_c;panClostridium_innocuum_fe3_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c,-2;2;-1;-1;1
panClostridium_innocuum_FE2abc,iron (II) transport via ABC system,"Transport, extracellular",0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_fe2_c;panClostridium_innocuum_fe2_u;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_pi_c,1;-1;1;-1;-1;1;1
panClostridium_innocuum_FE3abc,iron (III) transport via ABC system,"Transport, extracellular",0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_fe3_c;panClostridium_innocuum_fe3_u;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_pi_c,1;-1;1;-1;-1;1;1
panClostridium_innocuum_FECRMabc,Ferrichrome transport via ABC module,"Transport, extracellular",0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_fecrm_c;panClostridium_innocuum_fecrm_u;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_pi_c,1;-1;1;-1;-1;1;1
panClostridium_innocuum_FFSD,beta-fructofuranosidase,Starch and sucrose metabolism,0,1000,panClostridium_innocuum_fru_c;panClostridium_innocuum_g6p_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_suc6p_c,1;1;-1;-1
panClostridium_innocuum_FMNAT,FMN Adenylyltransferase,Vitamin B2 metabolism,0,1000,panClostridium_innocuum_atp_c;panClostridium_innocuum_fad_c;panClostridium_innocuum_fmn_c;panClostridium_innocuum_h_c;panClostridium_innocuum_ppi_c,-1;1;-1;-1;1
panClostridium_innocuum_FOLR3,tetrahydrofolate NAD oxidoreductase,Folate metabolism,-1000,1000,panClostridium_innocuum_fol_c;panClostridium_innocuum_h_c;panClostridium_innocuum_nad_c;panClostridium_innocuum_nadh_c;panClostridium_innocuum_thf_c,1;1;-2;2;-1
panClostridium_innocuum_FOLt,Folate Transport via Proton Symport,"Transport, extracellular",-1000,1000,panClostridium_innocuum_fol_c;panClostridium_innocuum_fol_u;panClostridium_innocuum_h_c;panClostridium_innocuum_h_u,1;-1;1;-1
panClostridium_innocuum_FOMETR,aminomethyltransferase,Folate metabolism,-1000,1000,panClostridium_innocuum_5fthf_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_methf_c,-1;1;-1;1
panClostridium_innocuum_FORt2r,formate transport in via proton symport,"Transport, extracellular",-1000,1000,panClostridium_innocuum_for_c;panClostridium_innocuum_for_u;panClostridium_innocuum_h_c;panClostridium_innocuum_h_u,1;-1;1;-1
panClostridium_innocuum_FPGS7,Folylpolyglutamate Synthetase (10Fthf),Folate metabolism,0,1000,panClostridium_innocuum_10fthf5glu_c;panClostridium_innocuum_10fthf_c;panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_glu_L_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h_c;panClostridium_innocuum_pi_c,1;-1;1;-1;-4;3;1;1
panClostridium_innocuum_FPGS_tm,TetrahydrofolateL-glutamate gamma-ligase (ADP-forming),Folate metabolism,0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_glu_L_c;panClostridium_innocuum_h_c;panClostridium_innocuum_pi_c;panClostridium_innocuum_thf_c;panClostridium_innocuum_thfglu_c,1;-1;-1;1;1;-1;1
panClostridium_innocuum_FRD2,fumarate reductase,Citric acid cycle,0,1000,panClostridium_innocuum_fum_c;panClostridium_innocuum_mql8_c;panClostridium_innocuum_mqn8_c;panClostridium_innocuum_succ_c,-1;-1;1;1
panClostridium_innocuum_FRD3,fumarate reductase,Citric acid cycle,0,1000,panClostridium_innocuum_2dmmq8_c;panClostridium_innocuum_2dmmql8_c;panClostridium_innocuum_fum_c;panClostridium_innocuum_succ_c,1;-1;-1;1
panClostridium_innocuum_FRD7,fumarate reductase,Citric acid cycle,0,1000,panClostridium_innocuum_fum_c;panClostridium_innocuum_q8_c;panClostridium_innocuum_q8h2_c;panClostridium_innocuum_succ_c,-1;1;-1;1
panClostridium_innocuum_FRTT,Farnesyltranstransferase,Cholesterol metabolism,0,1000,panClostridium_innocuum_frdp_c;panClostridium_innocuum_ggdp_c;panClostridium_innocuum_ipdp_c;panClostridium_innocuum_ppi_c,-1;1;-1;1
panClostridium_innocuum_FRUK,fructose-1-phosphate kinase,Glycolysis/gluconeogenesis,0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_f1p_c;panClostridium_innocuum_fdp_c;panClostridium_innocuum_h_c,1;-1;-1;1;1
panClostridium_innocuum_FRULYSK,Fructoselysine Kinase,Starch and sucrose metabolism,0,1000,panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_frulys_c;panClostridium_innocuum_frulysp_c;panClostridium_innocuum_h_c,1;-1;-1;1;1
panClostridium_innocuum_FRUpts,D-fructose transport via PEP:Pyr PTS,"Transport, extracellular",0,1000,panClostridium_innocuum_f1p_c;panClostridium_innocuum_fru_u;panClostridium_innocuum_pep_c;panClostridium_innocuum_pyr_c,1;-1;-1;1
panClostridium_innocuum_FRUpts2,Fructose transport via PEP:Pyr PTS (f6p generating),"Transport, extracellular",0,1000,panClostridium_innocuum_f6p_c;panClostridium_innocuum_fru_u;panClostridium_innocuum_pep_c;panClostridium_innocuum_pyr_c,1;-1;-1;1
panClostridium_innocuum_FRUt1r,Transport of D-Fructose via Uniport,,-1000,1000,panClostridium_innocuum_fru_c;panClostridium_innocuum_fru_u,1;-1
panClostridium_innocuum_FT,"Farnesyltranstransferase (Trans, Trans, Cis-Geranylgeranyl Diphosphate-Generating)",Cholesterol metabolism,0,1000,panClostridium_innocuum_frdp_c;panClostridium_innocuum_ipdp_c;panClostridium_innocuum_ppi_c;panClostridium_innocuum_ttc_ggdp_c,-1;-1;1;1
panClostridium_innocuum_FTHFCL,5-Formethyltetrahydrofolate Cyclo-Ligase,Folate metabolism,0,1000,panClostridium_innocuum_5fthf_c;panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_methf_c;panClostridium_innocuum_pi_c,-1;1;-1;1;1
panClostridium_innocuum_FTHFL,Formate-Tetrahydrofolate Ligase,Folate metabolism,0,1000,panClostridium_innocuum_10fthf_c;panClostridium_innocuum_adp_c;panClostridium_innocuum_atp_c;panClostridium_innocuum_for_c;panClostridium_innocuum_pi_c;panClostridium_innocuum_thf_c,1;1;-1;-1;1;-1
panClostridium_innocuum_FUM,Fumarase,Citric acid cycle,-1000,1000,panClostridium_innocuum_fum_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_mal_L_c,-1;-1;1
panClostridium_innocuum_FUMt2r,fumarate reversible transport via symport,"Transport, extracellular",-1000,1000,panClostridium_innocuum_fum_c;panClostridium_innocuum_fum_u;panClostridium_innocuum_h_c;panClostridium_innocuum_h_u,1;-1;1;-1
panClostridium_innocuum_FXXRDO,Sulfite reductase (ferredoxin),Sulfur metabolism,-1000,1000,panClostridium_innocuum_fdxox_c;panClostridium_innocuum_fdxrd_c;panClostridium_innocuum_h2o_c;panClostridium_innocuum_h2s_c;panClostridium_innocuum_h_c;panClostridium_innocuum_so3_c,-3;3;-3;-1;2;1
panClostridium_innocuum_G1PACT,glucosamine-1-phosphate N-acetyltransferase,Cell wall biosynthesis,0,1000,panClostridium_innocuum_accoa_c;panClostridium_innocuum_acgam1p_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_gam1p_c;panClostridium_innocuum_h_c,-1;1;1;-1;1
panClostridium_innocuum_G1PCT,Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33),Starch and sucrose metabolism,-1000,1000,panClostridium_innocuum_cdpglc_c;panClostridium_innocuum_ctp_c;panClostridium_innocuum_g1p_c;panClostridium_innocuum_h_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1
panClostridium_innocuum_G1PTT,Glucose-1-Phosphate Thymidylyltransferase,Nucleotide sugar metabolism,0,1000,panClostridium_innocuum_dtdpglu_c;panClostridium_innocuum_dttp_c;panClostridium_innocuum_g1p_c;panClostridium_innocuum_h_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1
panClostridium_innocuum_G1SAT,glutamate-1-semialdehyde aminotransferase,Heme synthesis,-1000,1000,panClostridium_innocuum_5aop_c;panClostridium_innocuum_glu1sa_c,1;-1
panClostridium_innocuum_G3PAT120,glycerol-3-phosphate acyltransferase (C12:0),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1ddecg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_ddcaACP_c;panClostridium_innocuum_glyc3p_c,1;1;-1;-1
panClostridium_innocuum_G3PAT140,glycerol-3-phosphate acyltransferase (C14:0),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1tdecg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_myrsACP_c,1;1;-1;-1
panClostridium_innocuum_G3PAT141,glycerol-3-phosphate acyltransferase (C14:1),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1tdec7eg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_tdeACP_c,1;1;-1;-1
panClostridium_innocuum_G3PAT160,glycerol-3-phosphate acyltransferase (C16:0),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1hdecg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_palmACP_c,1;1;-1;-1
panClostridium_innocuum_G3PAT161,glycerol-3-phosphate acyltransferase (C16:1),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1hdec9eg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_hdeACP_c,1;1;-1;-1
panClostridium_innocuum_G3PAT180,glycerol-3-phosphate acyltransferase (C18:0),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1odecg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_ocdcaACP_c,1;1;-1;-1
panClostridium_innocuum_G3PAT181,glycerol-3-phosphate acyltransferase (C18:1),Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1odec11eg3p_c;panClostridium_innocuum_ACP_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_octeACP_c,1;1;-1;-1
panClostridium_innocuum_G3PATAI15,anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1aipdecg3p_c;panClostridium_innocuum_aipdcoa_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_h_c,1;-1;1;-1;-1
panClostridium_innocuum_G3PATAI17,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1aihpdecg3p_c;panClostridium_innocuum_aihpdcoa_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_glyc3p_c,1;-1;1;-1
panClostridium_innocuum_G3PATI14,isotetradecanoyl-glycerol-3-phosphate O-acyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1itdecg3p_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_h_c;panClostridium_innocuum_itdcoa_c,1;1;-1;-1;-1
panClostridium_innocuum_G3PATI15,isopentadecanoyl-glycerol-3-phosphate O-acyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1ipdecg3p_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_h_c;panClostridium_innocuum_ipdcoa_c,1;1;-1;-1;-1
panClostridium_innocuum_G3PATI16,isohexadecanoyl-glycerol-3-phosphate O-acyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1ihdecg3p_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_h_c;panClostridium_innocuum_ihdcoa_c,1;1;-1;-1;-1
panClostridium_innocuum_G3PATI17,isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_1ihpdecg3p_c;panClostridium_innocuum_coa_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_ihpdcoa_c,1;1;-1;-1
panClostridium_innocuum_G3PCT,glycerol-3-phosphate cytidylyltransferase,Glycerophospholipid metabolism,0,1000,panClostridium_innocuum_cdpglyc_c;panClostridium_innocuum_ctp_c;panClostridium_innocuum_glyc3p_c;panClostridium_innocuum_h_c;panClostridium_innocuum_ppi_c,1;-1;-1;-1;1
