metID,metName,metFormula,MW
aspmetasp,"Aspartyl-Methionyl-Aspartate","C13H19N3O8S",377.0892852923
aspprolys,"Aspartyl-Prolyl-Lysine","C15H26N4O6",358.185234588
aspsa,"L-Aspartate 4-semialdehyde","C4H7NO3",117.0425930962
asptrna,"L-Aspartyl-tRNA(Asp)","C4H5NO3R",115.026943032
aspvalasn,"Aspartyl-Valyl-Asparagine","C13H21N4O7",345.1410240496
aspvne,"Aspulvinone E","C17H11O5",295.0606484636
aspvnh,"Aspulvinone H","C27H27O5",431.1858489772
athis,"Adenylyl-[ThiS protein]","C11H12N5O8PR",373.042348898
athr_L,"L-Allo-threonine","C4H9NO3",119.0582431604
atnodp,"all-trans-Nonaprenyl diphosphate; solanesyl diphosphate","C45H73O7P2",787.483152718
atp,"ATP","C10H12N5O13P3",502.9644450285
atrzn,"Atrazine","C8H14N5Cl",215.0937731854
atvacid,"atorvastatin-acid","C33H34FN2O5",538.2467722123
atvacylgluc,"atorvastatin-acyl-glucuronide / G2","C39H42FN2O11",714.2788602017
atvethgluc,"atorvastatin-ether-glucuronide -G1","C45H48FN2O17",888.2952981269
atvlac,"atorvastatin-lactone","C33H33FN2O4",521.2440325581
atvlacgluc,"atorvastatin-lactone-ether-glucuronide / G3","C39H40FN2O10",696.2682955154
au,"Gold-Au","Au",0
avite1,"(+)-alpha-tocopherol","C29H50O2",430.3810808492
avite2,"alpha-tocotrienol","C29H44O2",424.3341306566
avktn,"Auraviketone","C21H16O8",396.0845174904
axyl1p,"alpha-D-Xylose 1-phosphate","C5H10O8P",229.0113288078
b2coa,"crotonoyl-CoA(4-)","C25H36N7O17P3S",831.1101229877
balnlcoa,"beta-Alanyl-CoA","C24H39N8O17P3S",836.1366720892
balnpn,"beta-Alanopine","C6H10NO4",160.0609828146
bamppald,"beta-Aminopropion aldehyde","C3H8NO",74.0605888841
band,"Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)","BaH",1.0078250321
bandmt,"Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)","BaCH3",15.0234750963
bbtcoa,"gamma-butyrobetainyl-CoA","C28H46N8O17P3S",891.1914473139
bchlmthn,"Bromochloromethane","CH2ClBr",48.9845027742
bdf2ph,"beta-D-Fructose 2-phosphate","C6H12O9P",259.0218934941
bdg2hc,"cis-beta-D-Glucosyl-2-hydroxycinnamate","C15H18O8",326.1001675546
bdgalsd,"beta-D-Galactoside","C6H11O6R",179.0555630857
bdggpglcn,"beta-D-Glucuronyl-1,3-D-galactosylproteoglycan","C27H41N2O23R2",761.2100106348
bdglurd,"beta-D-Glucuronide","C6H8O7R",192.0270026115
bdmnsd,"beta-D-Mannoside","C6H11O6R",179.0555630857
berbn,"Berberine","C20H18NO4",336.1235830714
bergptl,"Bergaptol","C11H6O4",202.026608681
bergptn,"Bergapten","C12H8O4",216.0422587452
betald,"betaine aldehyde","C5H12NO",102.0918890125
bglc,"beta-glucans","C1200000H2000002O1000001",32410582.6968647
bgly,"N-benzoylglycinate","C9H8NO3",178.0504181283
bglycogen,"branching glycogen","C6H10O5",162.0528234315
bhb,"(R)-3-hydroxybutyrate","C4H7O3",103.039519091
bhpm,"(Bis-(P-Hydroxyphenyl)-Pyridyl-2-Methane","C18H15NO2",277.1102787309
bhpm_glc,"Bis-(P-Hydroxy-Phenyl)-Pyridyl-2-Methane Glucuronide","C24H23NO8",453.1423667203
bildglcur,"bis(beta-glucosyluronate)bilirubin","C45H50N4O18",934.3120108236
bilea,"Bile_acid","C24H39O5",407.2797493624
bilglcur,"mono(glucosyluronic acid)bilirubin(2-)","C39H42N4O12",758.2799228342
bilirub,"bilirubin(2-)","C33H34N4O6",582.2478348448
biliverd,"biliverdin(2-)","C33H32N4O6",580.2321847806
bilr_355,"BILR 355","C25H23N5O3",441.1800896306
bilr_M10,"BILR M10","C31H31N5O9",617.21217762
bilr_M12,"BILR M12","C31H31N5O10",633.2070922421
bilr_M14,"BILR M14","C25H23N5O4",457.1750042527
bilr_M15,"BILR M15","C31H31N5O10",633.2070922421
bilr_M16,"BILR M16","C31H31N5O9",617.21217762
bilr_M7,"BILR M7","C25H23N5O4",457.1750042527
biocyt,"Biocytin","C16H28N4O4S",372.183126098
biomass,"Produced biomass","X",0
biomass_total_bt_fp,"Total biomass B. theta/ F. prausnitzii joint model","X2",0
bis4cpac,"Bis(4-chlorophenyl)acetate","C14H9O2Cl2",278.9979599531
bis4cpch4,"Bis(4-chlorophenyl)methane","C13H10Cl2",236.015955741
bisgsprmdn,"N1,N8-Bis(glutathionyl)spermidine","C27H50N9O10S2",724.3122052528
bla1p,"beta-L-Aldose 1-phosphate","C6H12O9P",259.0218934941
blarab1p,"beta-L-Arabinose 1-phosphate","C5H10O8P",229.0113288078
blarabsd,"beta-L-Arabinoside","C5H9O5R",149.0449983994
blstcdns,"Blasticidin S","C17H27N8O5",423.2104410188
bnpt,"beta-Naphthoic acid","C11H7O2",171.0446044689
bnzac,"Benzoyl acetate","C9H7O3",163.039519091
bnzla,"Hydroxymethylbenzene|Phenylcarbinol|Phenylmethanol|Benzenemethanol|alpha-Hydroxytoluene|Benzyl alcohol","C7H8O",108.0575148789
bnzlcnd,"Benzyl cyanide","C8H7N",117.0578492299
bnzlpclt,"Benzylpenicilloic acid","C16H18N2O5S",350.0936423887
bnzlsucc,"Benzylsuccinate","C11H10O4",206.0579088094
bnzlsuccoa,"Benzoylsuccinyl-CoA","C32H40N7O20P3S",967.1261669824
bnzotlfmt,"Benzoylformate","C8H5O3",149.0238690268
bocbnleu,"N(alpha)-Benzyloxycarbonyl-L-leucine","C14H18NO4",264.1235830714
bpcoac,"Biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)]","C17H27N5O4R2S",397.1783750711
bphe23diol,"Biphenyl-2,3-diol","C12H10O2",186.0680795652
bpyrzl1ylala,"beta-Pyrazol-1-ylalanine","C6H9N3O2",155.0694765487
Brfap,"4-(B-D-ribofuranosyl)aminobenzene 5-phosphate","C11H14NO7P",303.0507883193
brt,"Biuret","C2H5N3O2",103.0381764203
brv,"Brivudine","C11H13BrN2O5",253.0824465382
bsn,"Bosentan","C27H28N5O6S",550.1760293474
bsn_glc,"Bosentan Glucuronide","C33H36N5O12S",726.2081173368
btal,"Butanal","C4H8O",72.0575148789
btamp,"Biotinyl-5-AMP","C20H27N7O9PS",572.132857702
btcoa,"Butanoyl-CoA","C25H38N7O17P3S",833.1257730519
btd_RR,"R_R__2_3_Butanediol","C4H10O2",90.0680795652
btd_SS,"(S,S)-2,3-Butanediol","C4H10O2",90.0680795652
btn,"Biotin","C10H15N2O3S",243.0803380482
btn_co2,"Carboxybiotin-carboxyl-carrier protein","C17H26N4O5SX",398.1623906559
btnam,"Biotin amide","C10H17N3O2S",243.1041474955
btnso,"d-biotin d-sulfoxide","C10H15N2O4S",259.0752526703
btoh,"butanol","C4H10O",74.0731649431
bttn,"Bracteatin","C15H10O7",302.0426526757
bttn6og,"Bracteatin 6-O-glucoside","C21H20O12",464.0954761072
but,"Butyrate","C4H7O2",87.0446044689
but2eACP,"But-2-enoyl-[acyl-carrier protein]","C15H25N2O8PRS",424.1069229897
butACP,"Butyryl-ACP (n-C4:0ACP)","C15H27N2O8PRS",426.1225730539
butam,"n-butylamine","C4H11N",73.0891493583
butb,"Butyro-betaine","C8H19NO",145.1466642372
butpi,"Butanoyl phosphate","C4H7O5P",166.0031098452
butso3,"butanesulfonate","C4H9O3S",137.0272398452
bvite,"beta-tocopherol","C28H48O2",416.365430785
bvu,"(E)-5-(2-Bromovinyl)Uracil","C6H5BrN2O2",137.0351024151
bz,"benzoate","C7H5O2",121.0289544047
bz_glc,"Benzoic Acid Glucuronide","C13H13O8",297.0610423941
bz12diol,"cis-1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate","C7H7O4",155.0344337131
bzal,"Benzaldehyde","C7H6O",106.0418648147
bzalcnhydn,"Benzaldehyde cyanohydrin","C8H7NO",133.052763852
bzam,"Benzamide","C7H7NO",121.052763852
bzcoa,"Benzoyl-CoA","C28H36N7O17P3S",867.1101229877
bzd,"Balsalazide","C17H13N3O6",355.0804351655
C01041,"monodehydroascorbate(1-)","C6H6O6",174.0164379252
C01241,"Phosphatidyl-N-methylethanolamine","C8H14NO8PR2",283.0457029414
C01264,"1-alkyl-2-acetyl-sn-glycerol 3-phosphate(2-)","C5H8O7PR",211.0007641215
C01290,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide","C31H56NO13R",650.3751658901
C01507,"L-Iditol","C6H14O6",182.079038182
C01601,"nonanoate","C9H17O2",157.1228547899
C01747,"psychosine(1+)","C24H48NO7",462.3430779007
C01836,"Neurotensin","C78H122N21O20",1672.9175004674
C02147,"dihydrolipoate","C8H15O2S2",207.0513461057
C02356,"(S)-2-Aminobutanoate","C4H9NO2",103.0633285383
C02442,"N-methyltyraminium","C9H14NO",152.1075390767
C02469,"Uroporphyrin III","C40H30N4O16",822.1656809374
C02470,"Xanthurenic acid","C10H6NO4",204.0296826862
C02528,"chenodeoxycholate","C24H39O4",391.2848347403
C02592,"Taurolithocholate","C26H44NO5S",482.2940192181
C02712,"N-Acetylmethionine","C7H12NO3S",190.0537889467
C02744,"Psychosine sulfate","C24H47NO10S",541.2920674249
C03372,"1-acylglycerone 3-phosphate(2-)","C4H4O7PR",194.9694639931
C03405,"Lactosylceramide sulfate","X",0
C03413,"N(1),N(12)-diacetylsperminium(2+)","C14H32N4O2",288.2525262922
C03577,"20-hydroxy-leukotriene E4(1-)","C23H36NO6S",454.2263335834
C03681,"5alpha-Pregnane-3,20-dione","C21H32O2",316.2402302714
C03682,"5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione","C21H32O5",364.2249741377
C03693,"D-Mannose 1,6-bisphosphate","C6H10O12P2",335.9647488062
C03820,"1-Alkyl-2-acetyl-sn-glycerol","C5H9O4R",133.0500837773
C03958,"Thyrotropin releasing hormone","C16H22N6O4",362.1702532258
C03968,"1-alkyl-sn-glycerol 3-phosphate(1-)","C3H6O6PR",168.9901994352
C03990,"lithocholate","C24H39O3",375.2899201182
C04295,"Androst-5-ene-3beta,17beta-diol","C19H30O2",290.2245802072
C04308,"Phosphatidyl-N-dimethylethanolamine","C9H15NO8PR2",296.0535279735
C04483,"deoxycholate","C24H39O4",391.2848347403
C04685,"prostaglandin A1(1-)","C20H31O4",335.2222344835
C04717,"13-L-Hydroperoxylinoleic acid","C18H30O4",310.2144094514
C04805,"5(S)-HETE","C20H31O3",319.2273198614
C04843,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate","C20H33O5",353.2327991698
C04849,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4",335.2222344835
C04853,"20-hydroxy-leukotriene B4(1-)","C20H31O5",351.2171491056
C05109,"24,25-Dihydrolanosterol","C30H52O",428.4018162913
C05279,"trans,cis-Lauro-2,6-dienoyl-CoA","C33H50N7O17P3S",941.2196734371
C05280,"cis,cis-3,6-Dodecadienoyl-CoA","C33H50N7O17P3S",941.2196734371
C05284,"11beta-Hydroxyandrost-4-ene-3,17-dione","C19H26O3",302.1881947009
C05298,"2-Hydroxyestrone","C18H22O3",286.1568945725
C05299,"2-Methoxyestrone","C19H24O3",300.1725446367
C05300,"16alpha-Hydroxyestrone","C18H22O3",286.1568945725
C05301,"2-Hydroxyestradiol-17beta","C18H24O3",288.1725446367
C05302,"2-Methoxyestradiol-17beta","C19H26O3",302.1881947009
C05463,"taurodeoxycholate","C26H44NO6S",498.2889338402
C05708,"Selenomethionine se-oxide","C5H11NO3Se",133.0738932246
C05767,"Uroporphyrin I","C40H30N4O16",822.1656809374
C05769,"Coproporphyrin I","C36H34N4O8",650.237664089
C05770,"Coproporphyrin III","C36H34N4O8",650.237664089
C05953,"Prostaglandin A2","C20H29O4",333.2065844193
C05957,"Prostaglandin J2","C20H29O4",333.2065844193
C05965,"12(S)-HPETE(1-)","C20H31O4",335.2222344835
C06199,"Hordenine","C10H16NO",166.1231891409
C06314,"Lipoxin A4","C20H31O5",351.2171491056
C06315,"Lipoxin B4","C20H31O5",351.2171491056
C06350,"(R,S)-Norlaudanosoline","C16H18NO4",288.1235830714
C06439,"Prostaglandin E3","C20H29O5",349.2014990414
C06453,"Methylcobalamin","C63CoH91N13O14P",1284.6546062081
C06948,"Diazepam","C16ClH13N2O",284.0716407598
C07296,"4,8,12-trimethyltridecanoyl-CoA(4-)","C37H62N7O17P3S",1001.3135738223
C07297,"3-oxopristanoyl-CoA(4-)","C40H66N7O18P3S",1057.3397885728
C07486,"Nordazepam","C15ClH11N2O",270.0559906956
C07535,"Benzpyrene","C20H12",252.0939003852
C08261,"Azelaic acid","C9H12O4",184.0735588736
C08276,"3-(methylthio)propionate","C4H7O2S",119.0166751589
C08281,"behenate","C22H43O2",339.3263056245
C09209,"Harman","C12H10N2",182.0843983314
C09640,"(-)-Salsoline","C11H16NO2",194.118103763
C09642,"(-)-Salsolinol","C10H14NO2",180.1024536988
C10164,"Picolinic acid","C6H4NO2",122.0242033778
c101coa,"decenoylcoa","C31H48N7O17P3S",915.2040233729
c101crn,"decenoyl carnitine","C17H31NO4",313.2253084887
c10crn,"decanoyl carnitine","C17H33NO4",315.2409585529
c10dc,"sebacoyl carnitine","C17H30NO6",344.2073127008
C11304,"S-(PGA1)-glutathione","C30H47N3O10S",641.2982154353
C11695,"Anandamide","C22H37NO2",347.2824294371
C11821,"5-Hydroxyisourate","C5H4N4O4",184.0232546376
c12dc,"dodecanedioyl carnitine","C19H34NO6",372.2386128292
c12dccoa,"dodecanedioylcoa","C33H51N7O19P3S",974.2173277134
C13856,"2-Arachidonoylglycerol","C23H38O4",378.2770097082
C14768,"5,6-EET","C20H31O3",319.2273198614
C14769,"8,9-EET","C20H31O3",319.2273198614
C14770,"11,12-EET","C20H31O3",319.2273198614
C14771,"14,15-EET","C20H31O3",319.2273198614
C14825,"9(10)-EpOME","C18H31O3",295.2273198614
C14826,"12(13)-EpOME","C18H31O3",295.2273198614
C14849,"Benzo[a]pyrene-9,10-oxide","C20H12O",268.0888150073
C14851,"Benzo[a]pyrene-4,5-oxide","C20H12O",268.0888150073
c14dccoa,"tetradecanedioylcoa","C35H55N7O19P3S",1002.2486278418
c16dc,"Hexadecanedioic acid mono-L-carnitine ester","C23H42NO6",428.301213086
c190cACP,"19 carbon cyclopropane-ACP","C30H55N2O8PRS",634.3416739527
c226coa,"cervonyl coenzyme A","C43H62N7O17P3S",1073.3135738223
c226crn,"cervonyl carnitine","C29H45NO4",471.3348589381
c23bpglcrt,"Cyclic 2,3-bisphospho-D-glycerate","C3H3O9P2",244.9252297152
c2chdlac,"cis-2-Chlorodienelactone","C6H2O4Cl",172.9641612626
c2m26dcoa,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA","C31H46N7O17P3S",913.1883733087
c34leucplargn,"cis-3,4-Leucopelargonidin","C15H14O6",290.079038182
c3dc,"malonyl carnitine","C10H16NO6",246.0977622514
c3rsd5bgsd,"Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside","C33H39O20",755.2034686939
c3rslg,"Cyanidin 3-O-rhamnosylglucoside","C27H29O15",593.1506452624
c4crn,"butyryl carnitine","C11H21NO4",231.1470581677
c4dc,"succinyl carnitine","C11H18NO6",260.1134123156
c51crn,"tiglyl carnitine","C12H21NO4",243.1470581677
c5dc,"glutaryl carnitine","C12H21NO6",275.1368874119
c6crn,"hexanoyl carnitine","C13H25NO4",259.1783582961
c6dc,"adipoyl carnitine","C13H22NO6",288.144712444
c81coa,"octenoylcoa","C29H44N7O17P3S",887.1727232445
c81crn,"octenoyl carnitine","C15H27NO4",285.1940083603
c8crn,"octanoyl carnitine","C15H29NO4",287.2096584245
c8dc,"suberyl carnitine","C15H26NO6",316.1760125724
ca2,"calcium(2+)","Ca",39.9625912
ca24g,"Cholic acid-24glucuronide, CA-24G","C30H47O11",583.3118373518
ca3s,"Cholic acid 3-sulfate","C24H38O8S",486.2287388866
caflcoa,"Caffeoyl-CoA","C30H39N7O19P3S",926.1234273282
cala,"N-carbamoyl-beta-alaninate","C4H7N2O3",131.0456671014
camp,"3,5-cyclic AMP(1-)","C10H11N5O6P",328.0446946217
caproic,"Caproic Acid","C6H11O2",115.0759045973
caribup_R,"R-carboxy ibuprofen","C13H14O4",234.0892089378
caribup_s,"S-carboxy ibuprofen","C13H14O4",234.0892089378
caribupglu_S,"S-carboxy ibuprofen glucuronide","C19H22O10",410.1212969272
carn,"carnosine","C9H14N4O3",226.1065903365
caro,"beta-carotene","C40H56",536.4382017976
carorn,"N5__L_1_carboxyethyl__L_ornithine","C8H16N2O4",204.1110070124
cartnl,"Cycloartenol","C30H50O",426.3861662271
carveol,"(-)-trans-carveol","C10H16O",152.1201151357
catechol,"Catechol","C6H5O2",109.0289544047
cbasp,"N-Carbamoyl-L-aspartate","C5H6N2O5",174.0276713135
cbi,"Cobinamide","C48H72CoN11O8",930.5565333452
cbl1,"Cob(I)alamin","C62H88CoN13O14P",1269.6311311118
cbl2,"Cob(II)alamin","C62H92CoN13O14P",1273.6624312402
cbl3,"Vitamin B12, Cobalamin (III)","C62H94CoN13O14P",1275.6780813044
cbmn,"Columbamine","C20H20NO4",338.1392331356
cbmt,"Carbamate","CH2NO2",60.0085533136
cbp,"Carbamoyl phosphate","CH2NO5P",138.9670586899
cbxlt,"Carboxylic acid","CO2R",43.9898292442
cbz,"Carbamazepine","C15H12N2O",236.0949630177
cbz_glc,"Carbamazepine Glucuronide","C21H19N2O7",411.119225975
cbzl,"Carbazole","C12H9N",167.0734992941
cca_d3,"Calcitroic Acid (D3)","C23H33O4",373.2378845477
cclrn,"Coclaurine","C17H19NO3",285.1364934814
ccmuac,"cis,cis-Muconate","C6H4O4",140.0109586168
cd2,"Cadmium","Cd",0
cd6168,"CD6168","C34H34BrN6O3",574.2692389889
cd6168_glc,"CD6168 Glucuronide","C40H43BrN6O9",751.3091520104
cdca24g,"Chenodeoxycholic acid-24glucuronide, CDCA-24G","C30H47O10",567.3169227297
cdca3g,"Chenodeoxycholic acid-3glucuronide, CDCA-3G","C30H47O10",567.3169227297
cddec5eACP,"cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)","C23H41N2O8PRS",536.2321235033
cdec3eACP,"cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)","C21H37N2O8PRS",508.2008233749
cdgggp,"CDP-2,3-digeranylgeranyl-sn-glycerol","C52H83N3O13P2",1019.5401127872
cdhdhhmnp,"cis-1,2-Dihydroxy-1,2-dihydro-7-hydroxymethylnaphthalene","C11H12O3",192.0786442515
cdhectcl,"cis-1,2-Dihydro-3-ethylcatechol","C8H12O2",140.0837296294
cdhxft,"Cyclic dehypoxanthine futalosine","C14H13O7",293.066127772
cdp,"CDP","C9H12N3O11P2",399.9947062639
cdp36ddoglu,"CDP-3,6-dideoxy-D-glucose","C15H23N3O14P2",531.0655254833
cdp36ddoman,"CDP-3,6-dideoxy-D-mannose","C15H23N3O14P2",531.0655254833
cdp4dh36ddglc,"CDP-4-dehydro-3-6-dideoxy-D-glucose","C15H21N3O14P2",529.0498754191
cdp4dh6doglc,"CDP-4-dehydro-6-deoxy-D-glucose","C15H21N3O15P2",545.0447900412
cdpabeq,"CDP-abequose","C15H23N3O14P2",531.0655254833
cdpchol,"CDPcholine","C14H25N4O11P2",487.0995056864
cdpdag_HP,"CDP-Diacylglycerol Hp specific","C45H79N3O15P2",963.498641903
cdpdag_hs,"CDP-diacylglycerol(2-)","C12H17N3O11P2FULLRCO2FULLR2CO2",529.0134899128
cdpdag_LLA,"CDPdiacylglycerol__lactis_specific","C4620H8098N300O1500P200",97989.4135466558
cdpdag_LPL,"CDPdiacylglycerol__LPL_specific_","X",0
cdpdaihpdecg,"CDP-1,2-dianteisoheptadecanoylglycerol (14-methyl-hexadecanoyl, anteiso-C17)","C46H83N3O15P2",979.5299420314
cdpdaipdecg,"CDP-1,2-dianteisopentadecanoylglycerol (12-methyl-tetradecanoyl, anteiso-C15)","C42H75N3O15P2",923.4673417746
cdpdddecg,"CDP-1,2-didodecanoylglycerol","C36H63N3O15P2",839.3734413894
cdpddg,"CDP-4-dehydro-6-deoxy-D-glucose","C15H21N3O15P2",545.0447900412
cdpdhdec9eg,"CDP-1,2-dihexadec-9-enoylglycerol","C44H75N3O15P2",947.4673417746
cdpdhdecg,"CDP-1,2-dihexadecanoylglycerol","C44H79N3O15P2",951.498641903
cdpdihdecg,"CDP-1,2-diisohexadecanoylglycerol (14-methyl-pentadecanoyl, iso-C16)","C44H79N3O15P2",951.498641903
cdpdihpdecg,"CDP-1,2-diisoheptadecanoylglycerol (15-methyl-hexadecanoyl, iso-C17)","C46H83N3O15P2",979.5299420314
cdpdipdecg,"CDP-1,2-diisopentadecanoylglycerol (13-methyl-tetradecanoyl, iso-C15)","C42H75N3O15P2",923.4673417746
cdpditdecg,"CDP-1,2-diisotetradecanoylglycerol (12-methyl-tridecanoyl, iso-C14)","C40H71N3O15P2",895.4360416462
cdpdodec11eg,"CDP-1,2-dioctadec-11-enoylglycerol","C48H83N3O15P2",1003.5299420314
cdpdodecg,"CDP-1,2-dioctadecanoylglycerol","C48H87N3O15P2",1007.5612421598
cdpdtdec7eg,"CDP-1,2-ditetradec-7-enoylglycerol","C40H67N3O15P2",891.4047415178
cdpdtdecg,"CDP-1,2-ditetradecanoylglycerol","C40H71N3O15P2",895.4360416462
cdpea,"CDP-ethanolamine(1-)","C11H19N4O11P2",445.0525554938
cdpglc,"CDPglucose","C15H23N3O16P2",563.0553547275
cdpglyc,"CDPglycerol","C12H19N3O13P2",475.0393107328
cdpmohamn,"CDP-N-methylethanolamine","C12H21N4O11P2",459.068205558
cdprbtl,"CDPribitol","X",0
CE0074,"Alloxan","C4N2O4",139.9858064988
CE0233,"5beta-cholestane-3alpha,7alpha,27-triol","C27H48O3",420.3603454071
CE0328,"docosahexaenoate","C22H31O2",327.2324052393
CE0347,"12-hydroxyeicosatetraenoate","C20H31O3",319.2273198614
CE0469,"gama-L-glutamyl-L-alanine","C8H13N2O5",217.0824465382
CE0692,"3-oxolaur-cis-5-enoyl-CoA","C33H50N7O18P3S",957.2145880592
CE0693,"3-oxolaur-6-cis-enoyl-CoA","C33H50N7O18P3S",957.2145880592
CE0695,"cis-laur-5-enoyl-CoA","C33H52N7O17P3S",943.2353235013
CE0713,"3-oxolinoleoyl-CoA","C39H60N7O18P3S",1039.2928383802
CE0737,"malonic dialdehyde","C3H3O2",71.0133043405
CE0782,"3-oxomyrist-7-enoyl-CoA","C35H54N7O18P3S",985.2458881876
CE0784,"cis-myrist-7-enoyl-CoA","C35H56N7O17P3S",971.2666236297
CE0785,"cis,cis-myristo-5,8-dienoyl-CoA","C35H54N7O17P3S",969.2509735655
CE0849,"cis,cis-palmito-7,10-dienoyl-CoA","C37H58N7O17P3S",997.2822736939
CE0852,"palmitoleyl-CoA(4-)","C37H60N7O17P3S",999.2979237581
CE0853,"3-oxopalmitoleoyl-CoA","C37H58N7O18P3S",1013.277188316
CE0932,"pristanate","C19H37O2",297.2793554319
CE0955,"6-oxo-prostaglandin F1alpha","C20H33O6",369.2277137919
CE1059,"N1,N8-diacetylspermidine","C11H24N3O2",230.1868520302
CE1102,"cis-(3S)-hydroxytetradec-7-enoyl-CoA","C35H56N7O18P3S",987.2615382518
CE1162,"vitamin A2","C20H28O",284.2140155209
CE1243,"(12S)-12-hydroxyheptadeca-5,8,10-trienoic acid (12S-HHT)","C17H26O3",278.1881947009
CE1261,"5-S-cysteinyldopa","C12H16N2O6S",316.0729069466
CE1262,"5-(S-L-cysteinyl)-dopaquinone","C12H14N2O6S",314.0572568824
CE1264,"Benzothiazine","C8H7NS",149.0299199199
CE1272,"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol","C27H48O4",436.3552600292
CE1273,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol","C27H48O5",452.3501746513
CE1274,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one","C27H46O5",450.3345245871
CE1277,"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol","C27H48O5",452.3501746513
CE1278,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol","C27H48O5",452.3501746513
CE1279,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol","C27H48O5",452.3501746513
CE1292,"3beta-hydroxy-5-cholestene-27-oate","C27H43O3",415.3212202466
CE1293,"27alpha-hydroxy-7-dehydrocholesterol","C27H44O2",400.3341306566
CE1294,"27alpha-hydroxy-8-dehydrocholesterol","C27H44O2",400.3341306566
CE1297,"8-dehydrocholesterol","C27H44O",384.3392160345
CE1298,"3beta-hydroxy-5-cholestenal","C27H44O2",400.3341306566
CE1310,"N-acetyl-L-cysteine","C5H8NO3S",162.0224888183
CE1352,"17alpha-hydroxypregnenolone sulfate","C21H31O6S",411.1841344177
CE1401,"homocysteine thiolactone","C4H8NOS",118.0326595741
CE1447,"11-dehydrothromboxane B2","C20H31O6",367.2120637277
CE1554,"N-acetyl-L-alanine","C5H8NO3",130.0504181283
CE1556,"N-acetyl-L-asparagine","C6H9N2O4",173.0562317877
CE1562,"5,6-indolequinone-2-carboxylate","C9H4NO4",190.014032622
CE1589,"deoxycholoyl-CoA","C45H70N7O19P3S",1137.3660033233
CE1617,"9-cis-retinoate","C20H27O2",299.2011051109
CE1661,"gama-L-glutamyl-L-alpha-aminobutyrate","C9H15N2O5",231.0980966024
CE1665,"gama-glutamylglutathione","C15H22N4O9S",434.1107490159
CE1761,"4-hydroxyvitamin A1","C20H30O2",302.2245802072
CE1787,"1-deoxy-1-(N6-lysino)-D-fructose","C12H25N2O7",309.1661761676
CE1918,"5-hydroxytryptophol","C10H11NO2",177.0789786025
CE1924,"(+)-gama-tocopherol","C28H48O2",416.365430785
CE1925,"3-carboxy-alpha-chromanol","C16H21O4",277.1439841625
CE1926,"gama-carboxyethyl-hydroxychroman","C15H19O4",263.1283340983
CE1935,"spermine monoaldehyde","C10H26N3O",204.2075874723
CE1936,"spermine dialdehyde","C10H22N2O2",202.1681279608
CE1937,"spermic acid 1","C10H25N3O2",219.1946770623
CE1939,"spermidine monoaldehyde 1","C7H18N2O",146.1419132103
CE1940,"spermidine monoaldehyde 2","C7H18N2O",146.1419132103
CE1941,"isoputreanine","C7H17N2O2",161.1290028003
CE1943,"spermidine dialdehyde","C7H14NO2",144.1024536988
CE1944,"1-pyrrolinium","C4H8N",70.065674262
CE1950,"cyanosulfurous acid anion","CH2NO2S",91.9806240036
CE1957,"4-hydroxy-3-nitrophenylacetate","C8H5NO5",195.0167722762
CE2006,"4-hydroxy-2-nonenal","C9H16O2",156.1150297578
CE2011,"hypothiocyanite","CHNOS",74.9778843494
CE2020,"N-arachidonoylglycinate","C22H34NO3",360.2538689629
CE2026,"3-methylcrotonoylglycine","C7H10NO3",156.0660681925
CE2028,"3-Hydroxyisovaleric acid","C5H8O3",116.0473441231
CE2038,"trans-2,3-dehydropristanoyl-CoA","C40H66N7O17P3S",1041.3448739507
CE2047,"9,10-hydroxyoctadec-12(Z)-enoate","C18H33O4",313.2378845477
CE2049,"12,13-hydroxyoctadec-9(Z)-enoate","C18H33O4",313.2378845477
CE2053,"20-oxo-leukotriene B4","C20H29O5",349.2014990414
CE2054,"20-carboxy-leukotriene-B4","C20H28O6",364.1885886314
CE2056,"20-dihydroxyleukotriene B4","C20H31O6",367.2120637277
CE2061,"trans-4,5-epoxy-2(E)-decenal","C10H16O2",168.1150297578
CE2065,"acetylcarnosine","C11H15N4O4",267.1093299907
CE2072,"putreanine","C7H17N2O2",161.1290028003
